type;number of algorithm;size;operations;
рандом от 0 до 5_2;0;2700;9499302;
рандом от 0 до 5_2;1;2700;18218250;
рандом от 0 до 5_2;2;2700;21780597;
рандом от 0 до 5_2;3;2700;32957294;
рандом от 0 до 5_2;4;2700;51327;
рандом от 0 до 5_2;5;2700;470797;
рандом от 0 до 5_2;6;2700;7618134;
рандом от 0 до 5_2;7;2700;396516;
рандом от 0 до 5_2;8;2700;1269557;
рандом от 0 до 5_2;9;2700;36128;
рандом от 0 до 5_2;10;2700;10942498;
рандом от 0 до 5_2;11;2700;123338;
рандом от 0 до 5_2;12;2700;153259;
рандом от 0 до 5_2;0;2800;10228016;
рандом от 0 до 5_2;1;2800;19593000;
рандом от 0 до 5_2;2;2800;23424500;
рандом от 0 до 5_2;3;2800;35460099;
рандом от 0 до 5_2;4;2800;53227;
рандом от 0 до 5_2;5;2800;490939;
рандом от 0 до 5_2;6;2800;8206289;
рандом от 0 до 5_2;7;2800;413016;
рандом от 0 до 5_2;8;2800;1370875;
рандом от 0 до 5_2;9;2800;37428;
рандом от 0 до 5_2;10;2800;11767763;
рандом от 0 до 5_2;11;2800;128738;
рандом от 0 до 5_2;12;2800;160298;
рандом от 0 до 5_2;0;2900;10964224;
рандом от 0 до 5_2;1;2900;21017750;
рандом от 0 до 5_2;2;2900;25122778;
рандом от 0 до 5_2;3;2900;37991312;
рандом от 0 до 5_2;4;2900;55127;
рандом от 0 до 5_2;5;2900;511973;
рандом от 0 до 5_2;6;2900;8788124;
рандом от 0 до 5_2;7;2900;429332;
рандом от 0 до 5_2;8;2900;1454227;
рандом от 0 до 5_2;9;2900;38728;
рандом от 0 до 5_2;10;2900;12623040;
рандом от 0 до 5_2;11;2900;133766;
рандом от 0 до 5_2;12;2900;162682;
рандом от 0 до 5_2;0;3000;11761194;
рандом от 0 до 5_2;1;3000;22492500;
рандом от 0 до 5_2;2;3000;26864393;
рандом от 0 до 5_2;3;3000;40673579;
рандом от 0 до 5_2;4;3000;57027;
рандом от 0 до 5_2;5;3000;527842;
рандом от 0 до 5_2;6;3000;9441569;
рандом от 0 до 5_2;7;3000;445924;
рандом от 0 до 5_2;8;3000;1561157;
рандом от 0 до 5_2;9;3000;40028;
рандом от 0 до 5_2;10;3000;13508329;
рандом от 0 до 5_2;11;3000;138654;
рандом от 0 до 5_2;12;3000;168818;
рандом от 0 до 5_2;0;3100;12591930;
рандом от 0 до 5_2;1;3100;24017250;
рандом от 0 до 5_2;2;3100;28617447;
рандом от 0 до 5_2;3;3100;43365492;
рандом от 0 до 5_2;4;3100;58927;
рандом от 0 до 5_2;5;3100;549966;
рандом от 0 до 5_2;6;3100;10152704;
рандом от 0 до 5_2;7;3100;461901;
рандом от 0 до 5_2;8;3100;1652475;
рандом от 0 до 5_2;9;3100;41328;
рандом от 0 до 5_2;10;3100;14423687;
рандом от 0 до 5_2;11;3100;143838;
рандом от 0 до 5_2;12;3100;175185;
рандом от 0 до 5_2;0;3200;13314483;
рандом от 0 до 5_2;1;3200;25592000;
рандом от 0 до 5_2;2;3200;30539943;
рандом от 0 до 5_2;3;3200;46257999;
рандом от 0 до 5_2;4;3200;60827;
рандом от 0 до 5_2;5;3200;568497;
рандом от 0 до 5_2;6;3200;10757309;
рандом от 0 до 5_2;7;3200;478370;
рандом от 0 до 5_2;8;3200;1763261;
рандом от 0 до 5_2;9;3200;42628;
рандом от 0 до 5_2;10;3200;15368929;
рандом от 0 до 5_2;11;3200;149082;
рандом от 0 до 5_2;12;3200;192715;
рандом от 0 до 5_2;0;3300;14147351;
рандом от 0 до 5_2;1;3300;27216750;
рандом от 0 до 5_2;2;3300;32508578;
рандом от 0 до 5_2;3;3300;49200401;
рандом от 0 до 5_2;4;3300;62727;
рандом от 0 до 5_2;5;3300;588715;
рандом от 0 до 5_2;6;3300;11415179;
рандом от 0 до 5_2;7;3300;494859;
рандом от 0 до 5_2;8;3300;1879371;
рандом от 0 до 5_2;9;3300;43928;
рандом от 0 до 5_2;10;3300;16344161;
рандом от 0 до 5_2;11;3300;154166;
рандом от 0 до 5_2;12;3300;185457;
рандом от 0 до 5_2;0;3400;14974144;
рандом от 0 до 5_2;1;3400;28891500;
рандом от 0 до 5_2;2;3400;34573522;
рандом от 0 до 5_2;3;3400;51948856;
рандом от 0 до 5_2;4;3400;64627;
рандом от 0 до 5_2;5;3400;607385;
рандом от 0 до 5_2;6;3400;12053744;
рандом от 0 до 5_2;7;3400;511198;
рандом от 0 до 5_2;8;3400;1987045;
рандом от 0 до 5_2;9;3400;45228;
рандом от 0 до 5_2;10;3400;17349432;
рандом от 0 до 5_2;11;3400;159426;
рандом от 0 до 5_2;12;3400;194634;
рандом от 0 до 5_2;0;3500;15914799;
рандом от 0 до 5_2;1;3500;30616250;
рандом от 0 до 5_2;2;3500;36578622;
рандом от 0 до 5_2;3;3500;55342032;
рандом от 0 до 5_2;4;3500;66527;
рандом от 0 до 5_2;5;3500;627356;
рандом от 0 до 5_2;6;3500;12810304;
рандом от 0 до 5_2;7;3500;527599;
рандом от 0 до 5_2;8;3500;2104343;
рандом от 0 до 5_2;9;3500;46528;
рандом от 0 до 5_2;10;3500;18384731;
рандом от 0 до 5_2;11;3500;164910;
рандом от 0 до 5_2;12;3500;195135;
рандом от 0 до 5_2;0;3600;16822064;
рандом от 0 до 5_2;1;3600;32391000;
рандом от 0 до 5_2;2;3600;38741997;
рандом от 0 до 5_2;3;3600;58517917;
рандом от 0 до 5_2;4;3600;68427;
рандом от 0 до 5_2;5;3600;647575;
рандом от 0 до 5_2;6;3600;13536139;
рандом от 0 до 5_2;7;3600;543942;
рандом от 0 до 5_2;8;3600;2231253;
рандом от 0 до 5_2;9;3600;47828;
рандом от 0 до 5_2;10;3600;19449970;
рандом от 0 до 5_2;11;3600;170018;
рандом от 0 до 5_2;12;3600;207470;
рандом от 0 до 5_2;0;3700;17749917;
рандом от 0 до 5_2;1;3700;34215750;
рандом от 0 до 5_2;2;3700;40940092;
рандом от 0 до 5_2;3;3700;61657184;
рандом от 0 до 5_2;4;3700;70327;
рандом от 0 до 5_2;5;3700;668585;
рандом от 0 до 5_2;6;3700;14274164;
рандом от 0 до 5_2;7;3700;560493;
рандом от 0 до 5_2;8;3700;2350791;
рандом от 0 до 5_2;9;3700;49128;
рандом от 0 до 5_2;10;3700;20545247;
рандом от 0 до 5_2;11;3700;174926;
рандом от 0 до 5_2;12;3700;207109;
рандом от 0 до 5_2;0;3800;18611410;
рандом от 0 до 5_2;1;3800;36090500;
рандом от 0 до 5_2;2;3800;43292033;
рандом от 0 до 5_2;3;3800;64856707;
рандом от 0 до 5_2;4;3800;72227;
рандом от 0 до 5_2;5;3800;689095;
рандом от 0 до 5_2;6;3800;14928709;
рандом от 0 до 5_2;7;3800;576840;
рандом от 0 до 5_2;8;3800;2478485;
рандом от 0 до 5_2;9;3800;50428;
рандом от 0 до 5_2;10;3800;21670491;
рандом от 0 до 5_2;11;3800;180022;
рандом от 0 до 5_2;12;3800;214431;
рандом от 0 до 5_2;0;3900;19643111;
рандом от 0 до 5_2;1;3900;38015250;
рандом от 0 до 5_2;2;3900;45562518;
рандом от 0 до 5_2;3;3900;68702603;
рандом от 0 до 5_2;4;3900;74127;
рандом от 0 до 5_2;5;3900;707782;
рандом от 0 до 5_2;6;3900;15765329;
рандом от 0 до 5_2;7;3900;593059;
рандом от 0 до 5_2;8;3900;2618435;
рандом от 0 до 5_2;9;3900;51728;
рандом от 0 до 5_2;10;3900;22825787;
рандом от 0 до 5_2;11;3900;185134;
рандом от 0 до 5_2;12;3900;217858;
рандом от 0 до 5_2;0;4000;20739237;
рандом от 0 до 5_2;1;4000;39990000;
рандом от 0 до 5_2;2;4000;47857502;
рандом от 0 до 5_2;3;4000;72236868;
рандом от 0 до 5_2;4;4000;76027;
рандом от 0 до 5_2;5;4000;728462;
рандом от 0 до 5_2;6;4000;16665704;
рандом от 0 до 5_2;7;4000;609275;
рандом от 0 до 5_2;8;4000;2742887;
рандом от 0 до 5_2;9;4000;53028;
рандом от 0 до 5_2;10;4000;24011080;
рандом от 0 до 5_2;11;4000;190886;
рандом от 0 до 5_2;12;4000;231899;
рандом от 0 до 5_2;0;4100;21811952;
рандом от 0 до 5_2;1;4100;42014750;
рандом от 0 до 5_2;2;4100;50260308;
рандом от 0 до 5_2;3;4100;75883174;
рандом от 0 до 5_2;4;4100;77927;
рандом от 0 до 5_2;5;4100;743372;
рандом от 0 до 5_2;6;4100;17529214;
рандом от 0 до 5_2;7;4100;625585;
рандом от 0 до 5_2;8;4100;2874273;
рандом от 0 до 5_2;9;4100;54328;
рандом от 0 до 5_2;10;4100;25226394;
рандом от 0 до 5_2;11;4100;196546;
рандом от 0 до 5_2;12;4100;265509;
рандом от 0 до 4000_2;0;100;15088;
рандом от 0 до 4000_2;1;100;24750;
рандом от 0 до 4000_2;2;100;29287;
рандом от 0 до 4000_2;3;100;44173;
рандом от 0 до 4000_2;4;100;1927;
рандом от 0 до 4000_2;5;100;10485;
рандом от 0 до 4000_2;6;100;11479;
рандом от 0 до 4000_2;7;100;9400;
рандом от 0 до 4000_2;8;100;3771;
рандом от 0 до 4000_2;9;100;2328;
рандом от 0 до 4000_2;10;100;15262;
рандом от 0 до 4000_2;11;100;2740;
рандом от 0 до 4000_2;12;100;3085;
рандом от 0 до 4000_2;0;200;56132;
рандом от 0 до 4000_2;1;200;99500;
рандом от 0 до 4000_2;2;200;117193;
рандом от 0 до 4000_2;3;200;178006;
рандом от 0 до 4000_2;4;200;3827;
рандом от 0 до 4000_2;5;200;23096;
рандом от 0 до 4000_2;6;200;45094;
рандом от 0 до 4000_2;7;200;20998;
рандом от 0 до 4000_2;8;200;10105;
рандом от 0 до 4000_2;9;200;3628;
рандом от 0 до 4000_2;10;200;60542;
рандом от 0 до 4000_2;11;200;6144;
рандом от 0 до 4000_2;12;200;7146;
рандом от 0 до 4000_2;0;300;118735;
рандом от 0 до 4000_2;1;300;224250;
рандом от 0 до 4000_2;2;300;268958;
рандом от 0 до 4000_2;3;300;392235;
рандом от 0 до 4000_2;4;300;5727;
рандом от 0 до 4000_2;5;300;37797;
рандом от 0 до 4000_2;6;300;95669;
рандом от 0 до 4000_2;7;300;33520;
рандом от 0 до 4000_2;8;300;20195;
рандом от 0 до 4000_2;9;300;4928;
рандом от 0 до 4000_2;10;300;135807;
рандом от 0 до 4000_2;11;300;10032;
рандом от 0 до 4000_2;12;300;12215;
рандом от 0 до 4000_2;0;400;203521;
рандом от 0 до 4000_2;1;400;399000;
рандом от 0 до 4000_2;2;400;481218;
рандом от 0 до 4000_2;3;400;712295;
рандом от 0 до 4000_2;4;400;7627;
рандом от 0 до 4000_2;5;400;51941;
рандом от 0 до 4000_2;6;400;165549;
рандом от 0 до 4000_2;7;400;46509;
рандом от 0 до 4000_2;8;400;33363;
рандом от 0 до 4000_2;9;400;6228;
рандом от 0 до 4000_2;10;400;241103;
рандом от 0 до 4000_2;11;400;14047;
рандом от 0 до 4000_2;12;400;16724;
рандом от 0 до 4000_2;0;500;309274;
рандом от 0 до 4000_2;1;500;623750;
рандом от 0 до 4000_2;2;500;759205;
рандом от 0 до 4000_2;3;500;1110279;
рандом от 0 до 4000_2;4;500;9527;
рандом от 0 до 4000_2;5;500;68051;
рандом от 0 до 4000_2;6;500;251429;
рандом от 0 до 4000_2;7;500;59610;
рандом от 0 до 4000_2;8;500;51085;
рандом от 0 до 4000_2;9;500;7528;
рандом от 0 до 4000_2;10;500;376391;
рандом от 0 до 4000_2;11;500;18107;
рандом от 0 до 4000_2;12;500;20188;
рандом от 0 до 4000_2;0;600;443315;
рандом от 0 до 4000_2;1;600;898500;
рандом от 0 до 4000_2;2;600;1088093;
рандом от 0 до 4000_2;3;600;1615000;
рандом от 0 до 4000_2;4;600;11427;
рандом от 0 до 4000_2;5;600;85113;
рандом от 0 до 4000_2;6;600;364684;
рандом от 0 до 4000_2;7;600;73597;
рандом от 0 до 4000_2;8;600;69865;
рандом от 0 до 4000_2;9;600;8828;
рандом от 0 до 4000_2;10;600;541611;
рандом от 0 до 4000_2;11;600;22603;
рандом от 0 до 4000_2;12;600;28010;
рандом от 0 до 4000_2;0;700;599443;
рандом от 0 до 4000_2;1;700;1223250;
рандом от 0 до 4000_2;2;700;1479232;
рандом от 0 до 4000_2;3;700;2159377;
рандом от 0 до 4000_2;4;700;13327;
рандом от 0 до 4000_2;5;700;101546;
рандом от 0 до 4000_2;6;700;497619;
рандом от 0 до 4000_2;7;700;87777;
рандом от 0 до 4000_2;8;700;93571;
рандом от 0 до 4000_2;9;700;10128;
рандом от 0 до 4000_2;10;700;736917;
рандом от 0 до 4000_2;11;700;26519;
рандом от 0 до 4000_2;12;700;31615;
рандом от 0 до 4000_2;0;800;791538;
рандом от 0 до 4000_2;1;800;1598000;
рандом от 0 до 4000_2;2;800;1924152;
рандом от 0 до 4000_2;3;800;2871462;
рандом от 0 до 4000_2;4;800;15227;
рандом от 0 до 4000_2;5;800;118497;
рандом от 0 до 4000_2;6;800;657574;
рандом от 0 до 4000_2;7;800;101787;
рандом от 0 до 4000_2;8;800;123003;
рандом от 0 до 4000_2;9;800;11428;
рандом от 0 до 4000_2;10;800;962206;
рандом от 0 до 4000_2;11;800;30950;
рандом от 0 до 4000_2;12;800;38393;
рандом от 0 до 4000_2;0;900;1002149;
рандом от 0 до 4000_2;1;900;2022750;
рандом от 0 до 4000_2;2;900;2452477;
рандом от 0 до 4000_2;3;900;3616402;
рандом от 0 до 4000_2;4;900;17127;
рандом от 0 до 4000_2;5;900;135068;
рандом от 0 до 4000_2;6;900;820954;
рандом от 0 до 4000_2;7;900;116065;
рандом от 0 до 4000_2;8;900;150439;
рандом от 0 до 4000_2;9;900;12728;
рандом от 0 до 4000_2;10;900;1217484;
рандом от 0 до 4000_2;11;900;35898;
рандом от 0 до 4000_2;12;900;42854;
рандом от 0 до 4000_2;0;1000;1256415;
рандом от 0 до 4000_2;1;1000;2497500;
рандом от 0 до 4000_2;2;1000;3013150;
рандом от 0 до 4000_2;3;1000;4492260;
рандом от 0 до 4000_2;4;1000;19027;
рандом от 0 до 4000_2;5;1000;151403;
рандом от 0 до 4000_2;6;1000;1025824;
рандом от 0 до 4000_2;7;1000;130185;
рандом от 0 до 4000_2;8;1000;185405;
рандом от 0 до 4000_2;9;1000;14028;
рандом от 0 до 4000_2;10;1000;1502762;
рандом от 0 до 4000_2;11;1000;40902;
рандом от 0 до 4000_2;12;1000;45982;
рандом от 0 до 4000_2;0;1100;1522444;
рандом от 0 до 4000_2;1;1100;3022250;
рандом от 0 до 4000_2;2;1100;3650103;
рандом от 0 до 4000_2;3;1100;5448151;
рандом от 0 до 4000_2;4;1100;20927;
рандом от 0 до 4000_2;5;1100;169471;
рандом от 0 до 4000_2;6;1100;1236169;
рандом от 0 до 4000_2;7;1100;145168;
рандом от 0 до 4000_2;8;1100;223269;
рандом от 0 до 4000_2;9;1100;15328;
рандом от 0 до 4000_2;10;1100;1818067;
рандом от 0 до 4000_2;11;1100;45410;
рандом от 0 до 4000_2;12;1100;55835;
рандом от 0 до 4000_2;0;1200;1843392;
рандом от 0 до 4000_2;1;1200;3597000;
рандом от 0 до 4000_2;2;1200;4323458;
рандом от 0 до 4000_2;3;1200;6464161;
рандом от 0 до 4000_2;4;1200;22827;
рандом от 0 до 4000_2;5;1200;188585;
рандом от 0 до 4000_2;6;1200;1497139;
рандом от 0 до 4000_2;7;1200;160508;
рандом от 0 до 4000_2;8;1200;263497;
рандом от 0 до 4000_2;9;1200;16628;
рандом от 0 до 4000_2;10;1200;2163334;
рандом от 0 до 4000_2;11;1200;50522;
рандом от 0 до 4000_2;12;1200;62522;
рандом от 0 до 4000_2;0;1300;2165859;
рандом от 0 до 4000_2;1;1300;4221750;
рандом от 0 до 4000_2;2;1300;5076103;
рандом от 0 до 4000_2;3;1300;7620989;
рандом от 0 до 4000_2;4;1300;24727;
рандом от 0 до 4000_2;5;1300;206852;
рандом от 0 до 4000_2;6;1300;1754079;
рандом от 0 до 4000_2;7;1300;175710;
рандом от 0 до 4000_2;8;1300;309177;
рандом от 0 до 4000_2;9;1300;17928;
рандом от 0 до 4000_2;10;1300;2538620;
рандом от 0 до 4000_2;11;1300;55190;
рандом от 0 до 4000_2;12;1300;67184;
рандом от 0 до 4000_2;0;1400;2508029;
рандом от 0 до 4000_2;1;1400;4896500;
рандом от 0 до 4000_2;2;1400;5884878;
рандом от 0 до 4000_2;3;1400;8842144;
рандом от 0 до 4000_2;4;1400;26627;
рандом от 0 до 4000_2;5;1400;224538;
рандом от 0 до 4000_2;6;1400;2025184;
рандом от 0 до 4000_2;7;1400;190995;
рандом от 0 до 4000_2;8;1400;356651;
рандом от 0 до 4000_2;9;1400;19228;
рандом от 0 до 4000_2;10;1400;2943909;
рандом от 0 до 4000_2;11;1400;60038;
рандом от 0 до 4000_2;12;1400;71790;
рандом от 0 до 4000_2;0;1500;2880961;
рандом от 0 до 4000_2;1;1500;5621250;
рандом от 0 до 4000_2;2;1500;6764123;
рандом от 0 до 4000_2;3;1500;10097906;
рандом от 0 до 4000_2;4;1500;28527;
рандом от 0 до 4000_2;5;1500;242826;
рандом от 0 до 4000_2;6;1500;2321234;
рандом от 0 до 4000_2;7;1500;206218;
рандом от 0 до 4000_2;8;1500;403023;
рандом от 0 до 4000_2;9;1500;20528;
рандом от 0 до 4000_2;10;1500;3379183;
рандом от 0 до 4000_2;11;1500;64702;
рандом от 0 до 4000_2;12;1500;76100;
рандом от 0 до 4000_2;0;1600;3286484;
рандом от 0 до 4000_2;1;1600;6396000;
рандом от 0 до 4000_2;2;1600;7689618;
рандом от 0 до 4000_2;3;1600;11534671;
рандом от 0 до 4000_2;4;1600;30427;
рандом от 0 до 4000_2;5;1600;261060;
рандом от 0 до 4000_2;6;1600;2649349;
рандом от 0 до 4000_2;7;1600;221423;
рандом от 0 до 4000_2;8;1600;455223;
рандом от 0 до 4000_2;9;1600;21828;
рандом от 0 до 4000_2;10;1600;3844437;
рандом от 0 до 4000_2;11;1600;69226;
рандом от 0 до 4000_2;12;1600;87678;
рандом от 0 до 4000_2;0;1700;3721671;
рандом от 0 до 4000_2;1;1700;7220750;
рандом от 0 до 4000_2;2;1700;8671235;
рандом от 0 до 4000_2;3;1700;13037502;
рандом от 0 до 4000_2;4;1700;32327;
рандом от 0 до 4000_2;5;1700;279177;
рандом от 0 до 4000_2;6;1700;2995354;
рандом от 0 до 4000_2;7;1700;236677;
рандом от 0 до 4000_2;8;1700;522927;
рандом от 0 до 4000_2;9;1700;23128;
рандом от 0 до 4000_2;10;1700;4339675;
рандом от 0 до 4000_2;11;1700;73958;
рандом от 0 до 4000_2;12;1700;87958;
рандом от 0 до 4000_2;0;1800;4173098;
рандом от 0 до 4000_2;1;1800;8095500;
рандом от 0 до 4000_2;2;1800;9727338;
рандом от 0 до 4000_2;3;1800;14552728;
рандом от 0 до 4000_2;4;1800;34227;
рандом от 0 до 4000_2;5;1800;297333;
рандом от 0 до 4000_2;6;1800;3353904;
рандом от 0 до 4000_2;7;1800;252066;
рандом от 0 до 4000_2;8;1800;570897;
рандом от 0 до 4000_2;9;1800;24428;
рандом от 0 до 4000_2;10;1800;4864933;
рандом от 0 до 4000_2;11;1800;78850;
рандом от 0 до 4000_2;12;1800;93941;
рандом от 0 до 4000_2;0;1900;4649037;
рандом от 0 до 4000_2;1;1900;9020250;
рандом от 0 до 4000_2;2;1900;10837362;
рандом от 0 до 4000_2;3;1900;16263294;
рандом от 0 до 4000_2;4;1900;36127;
рандом от 0 до 4000_2;5;1900;315426;
рандом от 0 до 4000_2;6;1900;3733074;
рандом от 0 до 4000_2;7;1900;267254;
рандом от 0 до 4000_2;8;1900;634995;
рандом от 0 до 4000_2;9;1900;25728;
рандом от 0 до 4000_2;10;1900;5420188;
рандом от 0 до 4000_2;11;1900;83886;
рандом от 0 до 4000_2;12;1900;96842;
рандом от 0 до 4000_2;0;2000;5191879;
рандом от 0 до 4000_2;1;2000;9995000;
рандом от 0 до 4000_2;2;2000;11968863;
рандом от 0 до 4000_2;3;2000;18084950;
рандом от 0 до 4000_2;4;2000;38027;
рандом от 0 до 4000_2;5;2000;335274;
рандом от 0 до 4000_2;6;2000;4178254;
рандом от 0 до 4000_2;7;2000;282544;
рандом от 0 до 4000_2;8;2000;702549;
рандом от 0 до 4000_2;9;2000;27028;
рандом от 0 до 4000_2;10;2000;6005504;
рандом от 0 до 4000_2;11;2000;89054;
рандом от 0 до 4000_2;12;2000;104058;
рандом от 0 до 4000_2;0;2100;5724579;
рандом от 0 до 4000_2;1;2100;11019750;
рандом от 0 до 4000_2;2;2100;13205818;
рандом от 0 до 4000_2;3;2100;19926917;
рандом от 0 до 4000_2;4;2100;39927;
рандом от 0 до 4000_2;5;2100;352806;
рандом от 0 до 4000_2;6;2100;4599799;
рандом от 0 до 4000_2;7;2100;298296;
рандом от 0 до 4000_2;8;2100;773987;
рандом от 0 до 4000_2;9;2100;28328;
рандом от 0 до 4000_2;10;2100;6620786;
рандом от 0 до 4000_2;11;2100;94118;
рандом от 0 до 4000_2;12;2100;118040;
рандом от 0 до 4000_2;0;2200;6293045;
рандом от 0 до 4000_2;1;2200;12094500;
рандом от 0 до 4000_2;2;2200;14473003;
рандом от 0 до 4000_2;3;2200;21901021;
рандом от 0 до 4000_2;4;2200;41827;
рандом от 0 до 4000_2;5;2200;371194;
рандом от 0 до 4000_2;6;2200;5055579;
рандом от 0 до 4000_2;7;2200;314740;
рандом от 0 до 4000_2;8;2200;850297;
рандом от 0 до 4000_2;9;2200;29628;
рандом от 0 до 4000_2;10;2200;7266079;
рандом от 0 до 4000_2;11;2200;98754;
рандом от 0 до 4000_2;12;2200;124408;
рандом от 0 до 4000_2;0;2300;6869307;
рандом от 0 до 4000_2;1;2300;13219250;
рандом от 0 до 4000_2;2;2300;15847867;
рандом от 0 до 4000_2;3;2300;23931678;
рандом от 0 до 4000_2;4;2300;43727;
рандом от 0 до 4000_2;5;2300;392159;
рандом от 0 до 4000_2;6;2300;5506874;
рандом от 0 до 4000_2;7;2300;331143;
рандом от 0 до 4000_2;8;2300;933771;
рандом от 0 до 4000_2;9;2300;30928;
рандом от 0 до 4000_2;10;2300;7941332;
рандом от 0 до 4000_2;11;2300;103298;
рандом от 0 до 4000_2;12;2300;128100;
рандом от 0 до 4000_2;0;2400;7508319;
рандом от 0 до 4000_2;1;2400;14394000;
рандом от 0 до 4000_2;2;2400;17210808;
рандом от 0 до 4000_2;3;2400;26033723;
рандом от 0 до 4000_2;4;2400;45627;
рандом от 0 до 4000_2;5;2400;409549;
рандом от 0 до 4000_2;6;2400;6029789;
рандом от 0 до 4000_2;7;2400;347660;
рандом от 0 до 4000_2;8;2400;1008375;
рандом от 0 до 4000_2;9;2400;32228;
рандом от 0 до 4000_2;10;2400;8646690;
рандом от 0 до 4000_2;11;2400;107962;
рандом от 0 до 4000_2;12;2400;139478;
рандом от 0 до 4000_2;0;2500;8145037;
рандом от 0 до 4000_2;1;2500;15618750;
рандом от 0 до 4000_2;2;2500;18666210;
рандом от 0 до 4000_2;3;2500;28264573;
рандом от 0 до 4000_2;4;2500;47527;
рандом от 0 до 4000_2;5;2500;431619;
рандом от 0 до 4000_2;6;2500;6528979;
рандом от 0 до 4000_2;7;2500;363816;
рандом от 0 до 4000_2;8;2500;1086659;
рандом от 0 до 4000_2;9;2500;33528;
рандом от 0 до 4000_2;10;2500;9381928;
рандом от 0 до 4000_2;11;2500;113034;
рандом от 0 до 4000_2;12;2500;142389;
рандом от 0 до 4000_2;0;2600;8765869;
рандом от 0 до 4000_2;1;2600;16893500;
рандом от 0 до 4000_2;2;2600;20256330;
рандом от 0 до 4000_2;3;2600;30484249;
рандом от 0 до 4000_2;4;2600;49427;
рандом от 0 до 4000_2;5;2600;452446;
рандом от 0 до 4000_2;6;2600;7014139;
рандом от 0 до 4000_2;7;2600;380306;
рандом от 0 до 4000_2;8;2600;1180643;
рандом от 0 до 4000_2;9;2600;34828;
рандом от 0 до 4000_2;10;2600;10147198;
рандом от 0 до 4000_2;11;2600;118270;
рандом от 0 до 4000_2;12;2600;147159;
рандом от 0 до 4000_2;0;2700;9499302;
рандом от 0 до 4000_2;1;2700;18218250;
рандом от 0 до 4000_2;2;2700;21780597;
рандом от 0 до 4000_2;3;2700;32957294;
рандом от 0 до 4000_2;4;2700;51327;
рандом от 0 до 4000_2;5;2700;470797;
рандом от 0 до 4000_2;6;2700;7618134;
рандом от 0 до 4000_2;7;2700;396516;
рандом от 0 до 4000_2;8;2700;1269557;
рандом от 0 до 4000_2;9;2700;36128;
рандом от 0 до 4000_2;10;2700;10942498;
рандом от 0 до 4000_2;11;2700;123338;
рандом от 0 до 4000_2;12;2700;153259;
рандом от 0 до 4000_2;0;2800;10228016;
рандом от 0 до 4000_2;1;2800;19593000;
рандом от 0 до 4000_2;2;2800;23424500;
рандом от 0 до 4000_2;3;2800;35460099;
рандом от 0 до 4000_2;4;2800;53227;
рандом от 0 до 4000_2;5;2800;490939;
рандом от 0 до 4000_2;6;2800;8206289;
рандом от 0 до 4000_2;7;2800;413016;
рандом от 0 до 4000_2;8;2800;1370875;
рандом от 0 до 4000_2;9;2800;37428;
рандом от 0 до 4000_2;10;2800;11767763;
рандом от 0 до 4000_2;11;2800;128738;
рандом от 0 до 4000_2;12;2800;160298;
рандом от 0 до 4000_2;0;2900;10964224;
рандом от 0 до 4000_2;1;2900;21017750;
рандом от 0 до 4000_2;2;2900;25122778;
рандом от 0 до 4000_2;3;2900;37991312;
рандом от 0 до 4000_2;4;2900;55127;
рандом от 0 до 4000_2;5;2900;511973;
рандом от 0 до 4000_2;6;2900;8788124;
рандом от 0 до 4000_2;7;2900;429332;
рандом от 0 до 4000_2;8;2900;1454227;
рандом от 0 до 4000_2;9;2900;38728;
рандом от 0 до 4000_2;10;2900;12623040;
рандом от 0 до 4000_2;11;2900;133766;
рандом от 0 до 4000_2;12;2900;162682;
рандом от 0 до 4000_2;0;3000;11761194;
рандом от 0 до 4000_2;1;3000;22492500;
рандом от 0 до 4000_2;2;3000;26864393;
рандом от 0 до 4000_2;3;3000;40673579;
рандом от 0 до 4000_2;4;3000;57027;
рандом от 0 до 4000_2;5;3000;527842;
рандом от 0 до 4000_2;6;3000;9441569;
рандом от 0 до 4000_2;7;3000;445924;
рандом от 0 до 4000_2;8;3000;1561157;
рандом от 0 до 4000_2;9;3000;40028;
рандом от 0 до 4000_2;10;3000;13508329;
рандом от 0 до 4000_2;11;3000;138654;
рандом от 0 до 4000_2;12;3000;168818;
рандом от 0 до 4000_2;0;3100;12591930;
рандом от 0 до 4000_2;1;3100;24017250;
рандом от 0 до 4000_2;2;3100;28617447;
рандом от 0 до 4000_2;3;3100;43365492;
рандом от 0 до 4000_2;4;3100;58927;
рандом от 0 до 4000_2;5;3100;549966;
рандом от 0 до 4000_2;6;3100;10152704;
рандом от 0 до 4000_2;7;3100;461901;
рандом от 0 до 4000_2;8;3100;1652475;
рандом от 0 до 4000_2;9;3100;41328;
рандом от 0 до 4000_2;10;3100;14423687;
рандом от 0 до 4000_2;11;3100;143838;
рандом от 0 до 4000_2;12;3100;175185;
рандом от 0 до 4000_2;0;3200;13314483;
рандом от 0 до 4000_2;1;3200;25592000;
рандом от 0 до 4000_2;2;3200;30539943;
рандом от 0 до 4000_2;3;3200;46257999;
рандом от 0 до 4000_2;4;3200;60827;
рандом от 0 до 4000_2;5;3200;568497;
рандом от 0 до 4000_2;6;3200;10757309;
рандом от 0 до 4000_2;7;3200;478370;
