type; algorithm; size; operations
почти отсортирован;3800;15274919;
почти отсортирован;3800;94880;
почти отсортирован;3800;21663720;
почти отсортирован;3800;165478;
почти отсортирован;3800;201840;
почти отсортирован;3900;361119;
почти отсортирован;3900;38015250;
почти отсортирован;3900;68388655;
почти отсортирован;3900;33751223;
почти отсортирован;3900;89703;
почти отсортирован;3900;890127;
почти отсортирован;3900;69989;
почти отсортирован;3900;610421;
почти отсортирован;3900;15713523;
почти отсортирован;3900;97294;
почти отсортирован;3900;22816966;
почти отсортирован;3900;169566;
почти отсортирован;3900;211207;
почти отсортирован;4000;369919;
почти отсортирован;4000;39990000;
почти отсортирован;4000;71943405;
почти отсортирован;4000;33752023;
почти отсортирован;4000;92003;
почти отсортирован;4000;915271;
почти отсортирован;4000;70589;
почти отсортирован;4000;627165;
почти отсортирован;4000;17294423;
почти отсортирован;4000;99894;
почти отсортирован;4000;24002016;
почти отсортирован;4000;173566;
почти отсортирован;4000;208499;
почти отсортирован;4100;378747;
почти отсортирован;4100;42014750;
почти отсортирован;4100;75588155;
почти отсортирован;4100;33752823;
почти отсортирован;4100;94303;
почти отсортирован;4100;940126;
почти отсортирован;4100;71189;
почти отсортирован;4100;644008;
почти отсортирован;4100;18915323;
почти отсортирован;4100;102494;
почти отсортирован;4100;25217066;
почти отсортирован;4100;177566;
почти отсортирован;4100;242967;
обратно отсортирован;100;28758;
обратно отсортирован;100;24750;
обратно отсортирован;100;398;
обратно отсортирован;100;54856;
обратно отсортирован;100;2303;
обратно отсортирован;100;10600;
обратно отсортирован;100;25344;
обратно отсортирован;100;8700;
обратно отсортирован;100;15890;
обратно отсортирован;100;4450;
обратно отсортирован;100;17601;
обратно отсортирован;100;3060;
обратно отсортирован;100;3295;
обратно отсортирован;200;108871;
обратно отсортирован;200;99500;
обратно отсортирован;200;798;
обратно отсортирован;200;219706;
обратно отсортирован;200;4603;
обратно отсортирован;200;24415;
обратно отсортирован;200;100694;
обратно отсортирован;200;19420;
обратно отсортирован;200;61790;
обратно отсортирован;200;6850;
обратно отсортирован;200;70201;
обратно отсортирован;200;6884;
обратно отсортирован;200;7875;
обратно отсортирован;300;239621;
обратно отсортирован;300;224250;
обратно отсортирован;300;1198;
обратно отсортирован;300;494556;
обратно отсортирован;300;6903;
обратно отсортирован;300;40033;
обратно отсортирован;300;226044;
обратно отсортирован;300;30860;
обратно отсортирован;300;137690;
обратно отсортирован;300;9250;
обратно отсортирован;300;157801;
обратно отсортирован;300;11188;
обратно отсортирован;300;13520;
обратно отсортирован;400;420490;
обратно отсортирован;400;399000;
обратно отсортирован;400;1598;
обратно отсортирован;400;879406;
обратно отсортирован;400;9203;
обратно отсортирован;400;56390;
обратно отсортирован;400;401394;
обратно отсортирован;400;42860;
обратно отсортирован;400;243590;
обратно отсортирован;400;11650;
обратно отсортирован;400;280401;
обратно отсортирован;400;15603;
обратно отсортирован;400;18335;
обратно отсортирован;500;651940;
обратно отсортирован;500;623750;
обратно отсортирован;500;1998;
обратно отсортирован;500;1374256;
обратно отсортирован;500;11503;
обратно отсортирован;500;73243;
обратно отсортирован;500;626744;
обратно отсортирован;500;54860;
обратно отсортирован;500;379490;
обратно отсортирован;500;14050;
обратно отсортирован;500;438001;
обратно отсортирован;500;21175;
обратно отсортирован;500;23830;
обратно отсортирован;600;933390;
обратно отсортирован;600;898500;
обратно отсортирован;600;2398;
обратно отсортирован;600;1979106;
обратно отсортирован;600;13803;
обратно отсортирован;600;90839;
обратно отсортирован;600;902094;
обратно отсортирован;600;67740;
обратно отсортирован;600;545390;
обратно отсортирован;600;16450;
обратно отсортирован;600;630601;
обратно отсортирован;600;26339;
обратно отсортирован;600;30920;
обратно отсортирован;700;1264840;
обратно отсортирован;700;1223250;
обратно отсортирован;700;2798;
обратно отсортирован;700;2693956;
обратно отсортирован;700;16103;
обратно отсортирован;700;109012;
обратно отсортирован;700;1227444;
обратно отсортирован;700;80740;
обратно отсортирован;700;741290;
обратно отсортирован;700;18850;
обратно отсортирован;700;858201;
обратно отсортирован;700;31095;
обратно отсортирован;700;36790;
обратно отсортирован;800;1646521;
обратно отсортирован;800;1598000;
обратно отсортирован;800;3198;
обратно отсортирован;800;3518806;
обратно отсортирован;800;18403;
обратно отсортирован;800;127510;
обратно отсортирован;800;1602794;
обратно отсортирован;800;93740;
обратно отсортирован;800;967190;
обратно отсортирован;800;21250;
обратно отсортирован;800;1120801;
обратно отсортирован;800;35898;
обратно отсортирован;800;41855;
обратно отсортирован;900;2078671;
обратно отсортирован;900;2022750;
обратно отсортирован;900;3598;
обратно отсортирован;900;4453656;
обратно отсортирован;900;20703;
обратно отсортирован;900;146491;
обратно отсортирован;900;2028144;
обратно отсортирован;900;106740;
обратно отсортирован;900;1223090;
обратно отсортирован;900;23650;
обратно отсортирован;900;1418401;
обратно отсортирован;900;41218;
обратно отсортирован;900;48560;
обратно отсортирован;1000;2560821;
обратно отсортирован;1000;2497500;
обратно отсортирован;1000;3998;
обратно отсортирован;1000;5498506;
обратно отсортирован;1000;23003;
обратно отсортирован;1000;164229;
обратно отсортирован;1000;2503494;
обратно отсортирован;1000;119740;
обратно отсортирован;1000;1508990;
обратно отсортирован;1000;26050;
обратно отсортирован;1000;1751001;
обратно отсортирован;1000;46234;
обратно отсортирован;1000;54130;
обратно отсортирован;1100;3092971;
обратно отсортирован;1100;3022250;
обратно отсортирован;1100;4398;
обратно отсортирован;1100;6653356;
обратно отсортирован;1100;25303;
обратно отсортирован;1100;184613;
обратно отсортирован;1100;3028844;
обратно отсортирован;1100;133500;
обратно отсортирован;1100;1824890;
обратно отсортирован;1100;28450;
обратно отсортирован;1100;2118601;
обратно отсортирован;1100;51874;
обратно отсортирован;1100;63224;
обратно отсортирован;1200;3675121;
обратно отсортирован;1200;3597000;
обратно отсортирован;1200;4798;
обратно отсортирован;1200;7918206;
обратно отсортирован;1200;27603;
обратно отсортирован;1200;203691;
обратно отсортирован;1200;3604194;
обратно отсортирован;1200;147500;
обратно отсортирован;1200;2170790;
обратно отсортирован;1200;30850;
обратно отсортирован;1200;2521201;
обратно отсортирован;1200;57106;
обратно отсортирован;1200;69620;
обратно отсортирован;1300;4307271;
обратно отсортирован;1300;4221750;
обратно отсортирован;1300;5198;
обратно отсортирован;1300;9293056;
обратно отсортирован;1300;29903;
обратно отсортирован;1300;224578;
обратно отсортирован;1300;4229544;
обратно отсортирован;1300;161500;
обратно отсортирован;1300;2546690;
обратно отсортирован;1300;33250;
обратно отсортирован;1300;2958801;
обратно отсортирован;1300;66506;
обратно отсортирован;1300;77060;
обратно отсортирован;1400;4989421;
обратно отсортирован;1400;4896500;
обратно отсортирован;1400;5598;
обратно отсортирован;1400;10777906;
обратно отсортирован;1400;32203;
обратно отсортирован;1400;243953;
обратно отсортирован;1400;4904894;
обратно отсортирован;1400;175500;
обратно отсортирован;1400;2952590;
обратно отсортирован;1400;35650;
обратно отсортирован;1400;3431401;
обратно отсортирован;1400;69722;
обратно отсортирован;1400;82650;
обратно отсортирован;1500;5721571;
обратно отсортирован;1500;5621250;
обратно отсортирован;1500;5998;
обратно отсортирован;1500;12372756;
обратно отсортирован;1500;34503;
обратно отсортирован;1500;265692;
обратно отсортирован;1500;5630244;
обратно отсортирован;1500;189500;
обратно отсортирован;1500;3388490;
обратно отсортирован;1500;38050;
обратно отсортирован;1500;3939001;
обратно отсортирован;1500;76354;
обратно отсортирован;1500;88823;
обратно отсортирован;1600;6504176;
обратно отсортирован;1600;6396000;
обратно отсортирован;1600;6398;
обратно отсортирован;1600;14077606;
обратно отсортирован;1600;36803;
обратно отсортирован;1600;284267;
обратно отсортирован;1600;6405594;
обратно отсортирован;1600;203500;
обратно отсортирован;1600;3854390;
обратно отсортирован;1600;40450;
обратно отсортирован;1600;4481601;
обратно отсортирован;1600;79058;
обратно отсортирован;1600;94095;
обратно отсортирован;1700;7337026;
обратно отсортирован;1700;7220750;
обратно отсортирован;1700;6798;
обратно отсортирован;1700;15892456;
обратно отсортирован;1700;39103;
обратно отсортирован;1700;305864;
обратно отсортирован;1700;7230944;
обратно отсортирован;1700;217500;
обратно отсортирован;1700;4350290;
обратно отсортирован;1700;42850;
обратно отсортирован;1700;5059201;
обратно отсортирован;1700;87994;
обратно отсортирован;1700;100345;
обратно отсортирован;1800;8219876;
обратно отсортирован;1800;8095500;
обратно отсортирован;1800;7198;
обратно отсортирован;1800;17817306;
обратно отсортирован;1800;41403;
обратно отсортирован;1800;325832;
обратно отсортирован;1800;8106294;
обратно отсортирован;1800;231500;
обратно отсортирован;1800;4876190;
обратно отсортирован;1800;45250;
обратно отсортирован;1800;5671801;
обратно отсортирован;1800;90978;
обратно отсортирован;1800;108800;
обратно отсортирован;1900;9152726;
обратно отсортирован;1900;9020250;
обратно отсортирован;1900;7598;
обратно отсортирован;1900;19852156;
обратно отсортирован;1900;43703;
обратно отсортирован;1900;348511;
обратно отсортирован;1900;9031644;
обратно отсортирован;1900;245500;
обратно отсортирован;1900;5432090;
обратно отсортирован;1900;47650;
обратно отсортирован;1900;6319401;
обратно отсортирован;1900;99250;
обратно отсортирован;1900;113495;
обратно отсортирован;2000;10135576;
обратно отсортирован;2000;9995000;
обратно отсортирован;2000;7998;
обратно отсортирован;2000;21997006;
обратно отсортирован;2000;46003;
обратно отсортирован;2000;366837;
обратно отсортирован;2000;10006994;
обратно отсортирован;2000;259500;
обратно отсортирован;2000;6017990;
обратно отсортирован;2000;50050;
обратно отсортирован;2000;7002001;
обратно отсортирован;2000;107522;
обратно отсортирован;2000;121230;
обратно отсортирован;2100;11168426;
обратно отсортирован;2100;11019750;
обратно отсортирован;2100;8398;
обратно отсортирован;2100;24251856;
обратно отсортирован;2100;48303;
обратно отсортирован;2100;388920;
обратно отсортирован;2100;11032344;
обратно отсортирован;2100;274020;
обратно отсортирован;2100;6633890;
обратно отсортирован;2100;52450;
обратно отсортирован;2100;7719601;
обратно отсортирован;2100;112626;
обратно отсортирован;2100;133400;
обратно отсортирован;2200;12251276;
обратно отсортирован;2200;12094500;
обратно отсортирован;2200;8798;
обратно отсортирован;2200;26616706;
обратно отсортирован;2200;50603;
обратно отсортирован;2200;409261;
обратно отсортирован;2200;12107694;
обратно отсортирован;2200;289020;
обратно отсортирован;2200;7279790;
обратно отсортирован;2200;54850;
обратно отсортирован;2200;8472201;
обратно отсортирован;2200;119010;
обратно отсортирован;2200;140728;
обратно отсортирован;2300;13384126;
обратно отсортирован;2300;13219250;
обратно отсортирован;2300;9198;
обратно отсортирован;2300;29091556;
обратно отсортирован;2300;52903;
обратно отсортирован;2300;432933;
обратно отсортирован;2300;13233044;
обратно отсортирован;2300;304020;
обратно отсортирован;2300;7955690;
обратно отсортирован;2300;57250;
обратно отсортирован;2300;9259801;
обратно отсортирован;2300;122650;
обратно отсортирован;2300;151635;
обратно отсортирован;2400;14566976;
обратно отсортирован;2400;14394000;
обратно отсортирован;2400;9598;
обратно отсортирован;2400;31676406;
обратно отсортирован;2400;55203;
обратно отсортирован;2400;452250;
обратно отсортирован;2400;14408394;
обратно отсортирован;2400;319020;
обратно отсортирован;2400;8661590;
обратно отсортирован;2400;59650;
обратно отсортирован;2400;10082401;
обратно отсортирован;2400;128858;
обратно отсортирован;2400;154820;
обратно отсортирован;2500;15799826;
обратно отсортирован;2500;15618750;
обратно отсортирован;2500;9998;
обратно отсортирован;2500;34371256;
обратно отсортирован;2500;57503;
обратно отсортирован;2500;474162;
обратно отсортирован;2500;15633744;
обратно отсортирован;2500;334020;
обратно отсортирован;2500;9397490;
обратно отсортирован;2500;62050;
обратно отсортирован;2500;10940001;
обратно отсортирован;2500;135010;
обратно отсортирован;2500;164445;
обратно отсортирован;2600;17082676;
обратно отсортирован;2600;16893500;
обратно отсортирован;2600;10398;
обратно отсортирован;2600;37176106;
обратно отсортирован;2600;59803;
обратно отсортирован;2600;494702;
обратно отсортирован;2600;16909094;
обратно отсортирован;2600;349020;
обратно отсортирован;2600;10163390;
обратно отсортирован;2600;64450;
обратно отсортирован;2600;11832601;
обратно отсортирован;2600;141074;
обратно отсортирован;2600;171000;
обратно отсортирован;2700;18415526;
обратно отсортирован;2700;18218250;
обратно отсортирован;2700;10798;
обратно отсортирован;2700;40090956;
обратно отсортирован;2700;62103;
обратно отсортирован;2700;518396;
обратно отсортирован;2700;18234444;
обратно отсортирован;2700;364020;
обратно отсортирован;2700;10959290;
обратно отсортирован;2700;66850;
обратно отсортирован;2700;12760201;
обратно отсортирован;2700;153634;
обратно отсортирован;2700;177145;
обратно отсортирован;2800;19798376;
обратно отсортирован;2800;19593000;
обратно отсортирован;2800;11198;
обратно отсортирован;2800;43115806;
обратно отсортирован;2800;64403;
обратно отсортирован;2800;538296;
обратно отсортирован;2800;19609794;
обратно отсортирован;2800;379020;
обратно отсортирован;2800;11785190;
обратно отсортирован;2800;69250;
обратно отсортирован;2800;13722801;
обратно отсортирован;2800;156066;
обратно отсортирован;2800;183470;
обратно отсортирован;2900;21231226;
обратно отсортирован;2900;21017750;
обратно отсортирован;2900;11598;
обратно отсортирован;2900;46250656;
обратно отсортирован;2900;66703;
обратно отсортирован;2900;560247;
обратно отсортирован;2900;21035144;
обратно отсортирован;2900;394020;
обратно отсортирован;2900;12641090;
обратно отсортирован;2900;71650;
обратно отсортирован;2900;14720401;
обратно отсортирован;2900;166866;
обратно отсортирован;2900;189490;
обратно отсортирован;3000;22714076;
обратно отсортирован;3000;22492500;
обратно отсортирован;3000;11998;
обратно отсортирован;3000;49495506;
обратно отсортирован;3000;69003;
обратно отсортирован;3000;581565;
обратно отсортирован;3000;22510494;
обратно отсортирован;3000;409020;
обратно отсортирован;3000;13526990;
обратно отсортирован;3000;74050;
обратно отсортирован;3000;15753001;
обратно отсортирован;3000;165906;
обратно отсортирован;3000;197111;
обратно отсортирован;3100;24247129;
обратно отсортирован;3100;24017250;
обратно отсортирован;3100;12398;
обратно отсортирован;3100;52850356;
обратно отсортирован;3100;71303;
обратно отсортирован;3100;605566;
обратно отсортирован;3100;24035844;
обратно отсортирован;3100;424020;
обратно отсортирован;3100;14442890;
обратно отсортирован;3100;76450;
обратно отсортирован;3100;16820601;
обратно отсортирован;3100;176594;
обратно отсортирован;3100;201465;
обратно отсортирован;3200;25830679;
обратно отсортирован;3200;25592000;
обратно отсортирован;3200;12798;
обратно отсортирован;3200;56315206;
обратно отсортирован;3200;73603;
обратно отсортирован;3200;627320;
обратно отсортирован;3200;25611194;
обратно отсортирован;3200;439020;
обратно отсортирован;3200;15388790;
обратно отсортирован;3200;78850;
обратно отсортирован;3200;17923201;
обратно отсортирован;3200;178602;
обратно отсортирован;3200;208975;
обратно отсортирован;3300;27464229;
обратно отсортирован;3300;27216750;
обратно отсортирован;3300;13198;
обратно отсортирован;3300;59890056;
обратно отсортирован;3300;75903;
обратно отсортирован;3300;648495;
обратно отсортирован;3300;27236544;
обратно отсортирован;3300;454020;
обратно отсортирован;3300;16364690;
обратно отсортирован;3300;81250;
обратно отсортирован;3300;19060801;
обратно отсортирован;3300;189458;
обратно отсортирован;3300;222834;
обратно отсортирован;3400;29147779;
обратно отсортирован;3400;28891500;
обратно отсортирован;3400;13598;
обратно отсортирован;3400;63574906;
обратно отсортирован;3400;78203;
обратно отсортирован;3400;671341;
обратно отсортирован;3400;28911894;
обратно отсортирован;3400;469020;
обратно отсортирован;3400;17370590;
обратно отсортирован;3400;83650;
обратно отсортирован;3400;20233401;
обратно отсортирован;3400;201058;
обратно отсортирован;3400;222765;
обратно отсортирован;3500;30881329;
обратно отсортирован;3500;30616250;
обратно отсортирован;3500;13998;
обратно отсортирован;3500;67369756;
обратно отсортирован;3500;80503;
обратно отсортирован;3500;695664;
обратно отсортирован;3500;30637244;
обратно отсортирован;3500;484020;
обратно отсортирован;3500;18406490;
обратно отсортирован;3500;86050;
обратно отсортирован;3500;21441001;
обратно отсортирован;3500;205698;
обратно отсортирован;3500;228915;
обратно отсортирован;3600;32664879;
обратно отсортирован;3600;32391000;
обратно отсортирован;3600;14398;
обратно отсортирован;3600;71274606;
обратно отсортирован;3600;82803;
обратно отсортирован;3600;716978;
обратно отсортирован;3600;32412594;
обратно отсортирован;3600;499020;
обратно отсортирован;3600;19472390;
обратно отсортирован;3600;88450;
обратно отсортирован;3600;22683601;
обратно отсортирован;3600;212858;
обратно отсортирован;3600;240980;
обратно отсортирован;3700;34498429;
обратно отсортирован;3700;34215750;
обратно отсортирован;3700;14798;
обратно отсортирован;3700;75289456;
обратно отсортирован;3700;85103;
обратно отсортирован;3700;738380;
обратно отсортирован;3700;34237944;
обратно отсортирован;3700;514020;
обратно отсортирован;3700;20568290;
обратно отсортирован;3700;90850;
обратно отсортирован;3700;23961201;
обратно отсортирован;3700;215738;
обратно отсортирован;3700;245287;
обратно отсортирован;3800;36381979;
обратно отсортирован;3800;36090500;
обратно отсортирован;3800;15198;
обратно отсортирован;3800;79414306;
обратно отсортирован;3800;87403;
обратно отсортирован;3800;762297;
обратно отсортирован;3800;36113294;
обратно отсортирован;3800;529020;
обратно отсортирован;3800;21694190;
обратно отсортирован;3800;93250;
обратно отсортирован;3800;25273801;
обратно отсортирован;3800;223034;
обратно отсортирован;3800;251655;
обратно отсортирован;3900;38315529;
обратно отсортирован;3900;38015250;
обратно отсортирован;3900;15598;
обратно отсортирован;3900;83649156;
обратно отсортирован;3900;89703;
обратно отсортирован;3900;785744;
обратно отсортирован;3900;38038644;
обратно отсортирован;3900;544020;
обратно отсортирован;3900;22850090;
обратно отсортирован;3900;95650;
обратно отсортирован;3900;26621401;
обратно отсортирован;3900;228570;
обратно отсортирован;3900;262360;
обратно отсортирован;4000;40299079;
обратно отсортирован;4000;39990000;
обратно отсортирован;4000;15998;
обратно отсортирован;4000;87994006;
обратно отсортирован;4000;92003;
обратно отсортирован;4000;807986;
обратно отсортирован;4000;40013994;
обратно отсортирован;4000;559020;
обратно отсортирован;4000;24035990;
обратно отсортирован;4000;98050;
обратно отсортирован;4000;28004001;
обратно отсортирован;4000;234570;
обратно отсортирован;4000;268430;
обратно отсортирован;4100;42332629;
обратно отсортирован;4100;42014750;
обратно отсортирован;4100;16398;
обратно отсортирован;4100;92448856;
обратно отсортирован;4100;94303;
обратно отсортирован;4100;829298;
обратно отсортирован;4100;42039344;
обратно отсортирован;4100;574060;
обратно отсортирован;4100;25251890;
обратно отсортирован;4100;100450;
обратно отсортирован;4100;29421601;
обратно отсортирован;4100;256050;
обратно отсортирован;4100;287010;
