type;number of algorithm;size;time;
рандом от 0 до 5_2;10;2600;36247579;
рандом от 0 до 5_2;11;2600;1295810;
рандом от 0 до 5_2;12;2600;636324;
рандом от 0 до 5_2;0;2700;22895053;
рандом от 0 до 5_2;1;2700;77626753;
рандом от 0 до 5_2;2;2700;62098272;
рандом от 0 до 5_2;3;2700;68369321;
рандом от 0 до 5_2;4;2700;235237;
рандом от 0 до 5_2;5;2700;920323;
рандом от 0 до 5_2;6;2700;14682380;
рандом от 0 до 5_2;7;2700;762382;
рандом от 0 до 5_2;8;2700;2589630;
рандом от 0 до 5_2;9;2700;167671;
рандом от 0 до 5_2;10;2700;17919553;
рандом от 0 до 5_2;11;2700;393505;
рандом от 0 до 5_2;12;2700;457746;
рандом от 0 до 5_2;0;2800;18041644;
рандом от 0 до 5_2;1;2800;58688291;
рандом от 0 до 5_2;2;2800;60940748;
рандом от 0 до 5_2;3;2800;70315863;
рандом от 0 до 5_2;4;2800;228156;
рандом от 0 до 5_2;5;2800;882539;
рандом от 0 до 5_2;6;2800;16451287;
рандом от 0 до 5_2;7;2800;796038;
рандом от 0 до 5_2;8;2800;2511602;
рандом от 0 до 5_2;9;2800;175805;
рандом от 0 до 5_2;10;2800;19217091;
рандом от 0 до 5_2;11;2800;409334;
рандом от 0 до 5_2;12;2800;493993;
рандом от 0 до 5_2;0;2900;19390990;
рандом от 0 до 5_2;1;2900;63351554;
рандом от 0 до 5_2;2;2900;66690959;
рандом от 0 до 5_2;3;2900;77939663;
рандом от 0 до 5_2;4;2900;239286;
рандом от 0 до 5_2;5;2900;925827;
рандом от 0 до 5_2;6;2900;17625644;
рандом от 0 до 5_2;7;2900;822524;
рандом от 0 до 5_2;8;2900;2930136;
рандом от 0 до 5_2;9;2900;179225;
рандом от 0 до 5_2;10;2900;20218606;
рандом от 0 до 5_2;11;2900;411892;
рандом от 0 до 5_2;12;2900;497383;
рандом от 0 до 5_2;0;3000;21572907;
рандом от 0 до 5_2;1;3000;67633576;
рандом от 0 до 5_2;2;3000;70305954;
рандом от 0 до 5_2;3;3000;81302630;
рандом от 0 до 5_2;4;3000;243261;
рандом от 0 до 5_2;5;3000;952898;
рандом от 0 до 5_2;6;3000;18410127;
рандом от 0 до 5_2;7;3000;887792;
рандом от 0 до 5_2;8;3000;3109113;
рандом от 0 до 5_2;9;3000;181399;
рандом от 0 до 5_2;10;3000;21750583;
рандом от 0 до 5_2;11;3000;525762;
рандом от 0 до 5_2;12;3000;519526;
рандом от 0 до 5_2;0;3100;22019186;
рандом от 0 до 5_2;1;3100;75082994;
рандом от 0 до 5_2;2;3100;75054153;
рандом от 0 до 5_2;3;3100;87005657;
рандом от 0 до 5_2;4;3100;254308;
рандом от 0 до 5_2;5;3100;1000390;
рандом от 0 до 5_2;6;3100;20005779;
рандом от 0 до 5_2;7;3100;1100908;
рандом от 0 до 5_2;8;3100;3282829;
рандом от 0 до 5_2;9;3100;192232;
рандом от 0 до 5_2;10;3100;24041661;
рандом от 0 до 5_2;11;3100;447997;
рандом от 0 до 5_2;12;3100;671363;
рандом от 0 до 5_2;0;3200;24867911;
рандом от 0 до 5_2;1;3200;79628250;
рандом от 0 до 5_2;2;3200;86001417;
рандом от 0 до 5_2;3;3200;99012754;
рандом от 0 до 5_2;4;3200;300555;
рандом от 0 до 5_2;5;3200;1254203;
рандом от 0 до 5_2;6;3200;24030669;
рандом от 0 до 5_2;7;3200;1003249;
рандом от 0 до 5_2;8;3200;3346963;
рандом от 0 до 5_2;9;3200;216375;
рандом от 0 до 5_2;10;3200;26567865;
рандом от 0 до 5_2;11;3200;461630;
рандом от 0 до 5_2;12;3200;628537;
рандом от 0 до 5_2;0;3300;26886169;
рандом от 0 до 5_2;1;3300;83020153;
рандом от 0 до 5_2;2;3300;85005983;
рандом от 0 до 5_2;3;3300;100157899;
рандом от 0 до 5_2;4;3300;262584;
рандом от 0 до 5_2;5;3300;1045197;
рандом от 0 до 5_2;6;3300;21915738;
рандом от 0 до 5_2;7;3300;964423;
рандом от 0 до 5_2;8;3300;3699893;
рандом от 0 до 5_2;9;3300;198174;
рандом от 0 до 5_2;10;3300;26114689;
рандом от 0 до 5_2;11;3300;475975;
рандом от 0 до 5_2;12;3300;564909;
рандом от 0 до 5_2;0;3400;25385726;
рандом от 0 до 5_2;1;3400;87600148;
рандом от 0 до 5_2;2;3400;91515757;
рандом от 0 до 5_2;3;3400;103141086;
рандом от 0 до 5_2;4;3400;309793;
рандом от 0 до 5_2;5;3400;1293093;
рандом от 0 до 5_2;6;3400;25765919;
рандом от 0 до 5_2;7;3400;978660;
рандом от 0 до 5_2;8;3400;3701721;
рандом от 0 до 5_2;9;3400;206024;
рандом от 0 до 5_2;10;3400;28214267;
рандом от 0 до 5_2;11;3400;573279;
рандом от 0 до 5_2;12;3400;591784;
рандом от 0 до 5_2;0;3500;27358604;
рандом от 0 до 5_2;1;3500;93512338;
рандом от 0 до 5_2;2;3500;94803561;
рандом от 0 до 5_2;3;3500;108150733;
рандом от 0 до 5_2;4;3500;285955;
рандом от 0 до 5_2;5;3500;1347259;
рандом от 0 до 5_2;6;3500;24896361;
рандом от 0 до 5_2;7;3500;1013638;
рандом от 0 до 5_2;8;3500;3899601;
рандом от 0 до 5_2;9;3500;214474;
рандом от 0 до 5_2;10;3500;29267003;
рандом от 0 до 5_2;11;3500;510766;
рандом от 0 до 5_2;12;3500;589903;
рандом от 0 до 5_2;0;3600;28260170;
рандом от 0 до 5_2;1;3600;97181980;
рандом от 0 до 5_2;2;3600;102719182;
рандом от 0 до 5_2;3;3600;116237979;
рандом от 0 до 5_2;4;3600;292271;
рандом от 0 до 5_2;5;3600;1161473;
рандом от 0 до 5_2;6;3600;25981476;
рандом от 0 до 5_2;7;3600;1271787;
рандом от 0 до 5_2;8;3600;4124278;
рандом от 0 до 5_2;9;3600;235833;
рандом от 0 до 5_2;10;3600;30970534;
рандом от 0 до 5_2;11;3600;525466;
рандом от 0 до 5_2;12;3600;678361;
рандом от 0 до 5_2;0;3700;30677596;
рандом от 0 до 5_2;1;3700;104257597;
рандом от 0 до 5_2;2;3700;105765048;
рандом от 0 до 5_2;3;3700;122643044;
рандом от 0 до 5_2;4;3700;451119;
рандом от 0 до 5_2;5;3700;1192174;
рандом от 0 до 5_2;6;3700;27578523;
рандом от 0 до 5_2;7;3700;1078655;
рандом от 0 до 5_2;8;3700;4291384;
рандом от 0 до 5_2;9;3700;223189;
рандом от 0 до 5_2;10;3700;32968747;
рандом от 0 до 5_2;11;3700;543176;
рандом от 0 до 5_2;12;3700;644239;
рандом от 0 до 5_2;0;3800;32749006;
рандом от 0 до 5_2;1;3800;108885862;
рандом от 0 до 5_2;2;3800;111748123;
рандом от 0 до 5_2;3;3800;136788394;
рандом от 0 до 5_2;4;3800;308833;
рандом от 0 до 5_2;5;3800;1240219;
рандом от 0 до 5_2;6;3800;29111410;
рандом от 0 до 5_2;7;3800;1115720;
рандом от 0 до 5_2;8;3800;4574709;
рандом от 0 до 5_2;9;3800;229537;
рандом от 0 до 5_2;10;3800;35888217;
рандом от 0 до 5_2;11;3800;559975;
рандом от 0 до 5_2;12;3800;651296;
рандом от 0 до 5_2;0;3900;34482063;
рандом от 0 до 5_2;1;3900;115433924;
рандом от 0 до 5_2;2;3900;117384018;
рандом от 0 до 5_2;3;3900;136485832;
рандом от 0 до 5_2;4;3900;308766;
рандом от 0 до 5_2;5;3900;1264888;
рандом от 0 до 5_2;6;3900;30915350;
рандом от 0 до 5_2;7;3900;1204812;
рандом от 0 до 5_2;8;3900;5016320;
рандом от 0 до 5_2;9;3900;236430;
рандом от 0 до 5_2;10;3900;36829851;
рандом от 0 до 5_2;11;3900;829748;
рандом от 0 до 5_2;12;3900;705181;
рандом от 0 до 5_2;0;4000;35674771;
рандом от 0 до 5_2;1;4000;124419300;
рандом от 0 до 5_2;2;4000;125410636;
рандом от 0 до 5_2;3;4000;142799443;
рандом от 0 до 5_2;4;4000;320419;
рандом от 0 до 5_2;5;4000;1294401;
рандом от 0 до 5_2;6;4000;32392696;
рандом от 0 до 5_2;7;4000;1380954;
рандом от 0 до 5_2;8;4000;4977817;
рандом от 0 до 5_2;9;4000;261534;
рандом от 0 до 5_2;10;4000;38845552;
рандом от 0 до 5_2;11;4000;595795;
рандом от 0 до 5_2;12;4000;947598;
рандом от 0 до 5_2;0;4100;37704920;
рандом от 0 до 5_2;1;4100;127467517;
рандом от 0 до 5_2;2;4100;130264346;
рандом от 0 до 5_2;3;4100;150877066;
рандом от 0 до 5_2;4;4100;327160;
рандом от 0 до 5_2;5;4100;1539596;
рандом от 0 до 5_2;6;4100;33607281;
рандом от 0 до 5_2;7;4100;1409792;
рандом от 0 до 5_2;8;4100;5223545;
рандом от 0 до 5_2;9;4100;253835;
рандом от 0 до 5_2;10;4100;40638759;
рандом от 0 до 5_2;11;4100;609274;
рандом от 0 до 5_2;12;4100;796391;
рандом от 0 до 4000_2;0;100;25710;
рандом от 0 до 4000_2;1;100;63535;
рандом от 0 до 4000_2;2;100;63976;
рандом от 0 до 4000_2;3;100;75820;
рандом от 0 до 4000_2;4;100;8528;
рандом от 0 до 4000_2;5;100;15738;
рандом от 0 до 4000_2;6;100;22101;
рандом от 0 до 4000_2;7;100;18322;
рандом от 0 до 4000_2;8;100;8785;
рандом от 0 до 4000_2;9;100;7820;
рандом от 0 до 4000_2;10;100;26958;
рандом от 0 до 4000_2;11;100;7529;
рандом от 0 до 4000_2;12;100;8239;
рандом от 0 до 4000_2;0;200;99605;
рандом от 0 до 4000_2;1;200;243907;
рандом от 0 до 4000_2;2;200;260495;
рандом от 0 до 4000_2;3;200;293282;
рандом от 0 до 4000_2;4;200;16358;
рандом от 0 до 4000_2;5;200;35939;
рандом от 0 до 4000_2;6;200;78876;
рандом от 0 до 4000_2;7;200;40366;
рандом от 0 до 4000_2;8;200;24261;
рандом от 0 до 4000_2;9;200;13743;
рандом от 0 до 4000_2;10;200;100409;
рандом от 0 до 4000_2;11;200;17621;
рандом от 0 до 4000_2;12;200;20833;
рандом от 0 до 4000_2;0;300;194822;
рандом от 0 до 4000_2;1;300;575484;
рандом от 0 до 4000_2;2;300;599204;
рандом от 0 до 4000_2;3;300;673386;
рандом от 0 до 4000_2;4;300;27138;
рандом от 0 до 4000_2;5;300;62220;
рандом от 0 до 4000_2;6;300;166577;
рандом от 0 до 4000_2;7;300;63522;
рандом от 0 до 4000_2;8;300;50474;
рандом от 0 до 4000_2;9;300;19690;
рандом от 0 до 4000_2;10;300;216920;
рандом от 0 до 4000_2;11;300;27635;
рандом от 0 до 4000_2;12;300;33101;
рандом от 0 до 4000_2;0;400;350760;
рандом от 0 до 4000_2;1;400;1044394;
рандом от 0 до 4000_2;2;400;1064839;
рандом от 0 до 4000_2;3;400;1234206;
рандом от 0 до 4000_2;4;400;32268;
рандом от 0 до 4000_2;5;400;107533;
рандом от 0 до 4000_2;6;400;366981;
рандом от 0 до 4000_2;7;400;88483;
рандом от 0 до 4000_2;8;400;76594;
рандом от 0 до 4000_2;9;400;25683;
рандом от 0 до 4000_2;10;400;381184;
рандом от 0 до 4000_2;11;400;40646;
рандом от 0 до 4000_2;12;400;50266;
рандом от 0 до 4000_2;0;500;752483;
рандом от 0 до 4000_2;1;500;1685992;
рандом от 0 до 4000_2;2;500;1647688;
рандом от 0 до 4000_2;3;500;2005167;
рандом от 0 до 4000_2;4;500;40155;
рандом от 0 до 4000_2;5;500;116871;
рандом от 0 до 4000_2;6;500;567887;
рандом от 0 до 4000_2;7;500;265983;
рандом от 0 до 4000_2;8;500;110117;
рандом от 0 до 4000_2;9;500;31659;
рандом от 0 до 4000_2;10;500;593288;
рандом от 0 до 4000_2;11;500;52688;
рандом от 0 до 4000_2;12;500;61458;
рандом от 0 до 4000_2;0;600;808420;
рандом от 0 до 4000_2;1;600;2407423;
рандом от 0 до 4000_2;2;600;2619983;
рандом от 0 до 4000_2;3;600;3099065;
рандом от 0 до 4000_2;4;600;48045;
рандом от 0 до 4000_2;5;600;144764;
рандом от 0 до 4000_2;6;600;692475;
рандом от 0 до 4000_2;7;600;149944;
рандом от 0 до 4000_2;8;600;151705;
рандом от 0 до 4000_2;9;600;37576;
рандом от 0 до 4000_2;10;600;855024;
рандом от 0 до 4000_2;11;600;66087;
рандом от 0 до 4000_2;12;600;81387;
рандом от 0 до 4000_2;0;700;1219906;
рандом от 0 до 4000_2;1;700;3329910;
рандом от 0 до 4000_2;2;700;3528508;
рандом от 0 до 4000_2;3;700;4160351;
рандом от 0 до 4000_2;4;700;56926;
рандом от 0 до 4000_2;5;700;172703;
рандом от 0 до 4000_2;6;700;1159837;
рандом от 0 до 4000_2;7;700;166696;
рандом от 0 до 4000_2;8;700;201629;
рандом от 0 до 4000_2;9;700;43530;
рандом от 0 до 4000_2;10;700;1162124;
рандом от 0 до 4000_2;11;700;76508;
рандом от 0 до 4000_2;12;700;92409;
рандом от 0 до 4000_2;0;800;1576290;
рандом от 0 до 4000_2;1;800;4433169;
рандом от 0 до 4000_2;2;800;4844293;
рандом от 0 до 4000_2;3;800;5542694;
рандом от 0 до 4000_2;4;800;66274;
рандом от 0 до 4000_2;5;800;207579;
рандом от 0 до 4000_2;6;800;1377110;
рандом от 0 до 4000_2;7;800;207066;
рандом от 0 до 4000_2;8;800;254571;
рандом от 0 до 4000_2;9;800;52250;
рандом от 0 до 4000_2;10;800;1505494;
рандом от 0 до 4000_2;11;800;91397;
рандом от 0 до 4000_2;12;800;121763;
рандом от 0 до 4000_2;0;900;1740226;
рандом от 0 до 4000_2;1;900;6060267;
рандом от 0 до 4000_2;2;900;5866909;
рандом от 0 до 4000_2;3;900;6911820;
рандом от 0 до 4000_2;4;900;71718;
рандом от 0 до 4000_2;5;900;239185;
рандом от 0 до 4000_2;6;900;1803914;
рандом от 0 до 4000_2;7;900;222465;
рандом от 0 до 4000_2;8;900;310607;
рандом от 0 до 4000_2;9;900;55428;
рандом от 0 до 4000_2;10;900;1960242;
рандом от 0 до 4000_2;11;900;116919;
рандом от 0 до 4000_2;12;900;168906;
рандом от 0 до 4000_2;0;1000;2159822;
рандом от 0 до 4000_2;1;1000;7277600;
рандом от 0 до 4000_2;2;1000;7038061;
рандом от 0 до 4000_2;3;1000;8601792;
рандом от 0 до 4000_2;4;1000;79630;
рандом от 0 до 4000_2;5;1000;263801;
рандом от 0 до 4000_2;6;1000;1928623;
рандом от 0 до 4000_2;7;1000;248784;
рандом от 0 до 4000_2;8;1000;362261;
рандом от 0 до 4000_2;9;1000;61407;
рандом от 0 до 4000_2;10;1000;2515820;
рандом от 0 до 4000_2;11;1000;117931;
рандом от 0 до 4000_2;12;1000;138686;
рандом от 0 до 4000_2;0;1100;2673817;
рандом от 0 до 4000_2;1;1100;8979637;
рандом от 0 до 4000_2;2;1100;8625963;
рандом от 0 до 4000_2;3;1100;10383567;
рандом от 0 до 4000_2;4;1100;111038;
рандом от 0 до 4000_2;5;1100;353949;
рандом от 0 до 4000_2;6;1100;2453542;
рандом от 0 до 4000_2;7;1100;508623;
рандом от 0 до 4000_2;8;1100;436784;
рандом от 0 до 4000_2;9;1100;67338;
рандом от 0 до 4000_2;10;1100;2846081;
рандом от 0 до 4000_2;11;1100;140766;
рандом от 0 до 4000_2;12;1100;168717;
рандом от 0 до 4000_2;0;1200;3042066;
рандом от 0 до 4000_2;1;1200;10255659;
рандом от 0 до 4000_2;2;1200;10864015;
рандом от 0 до 4000_2;3;1200;12277617;
рандом от 0 до 4000_2;4;1200;95477;
рандом от 0 до 4000_2;5;1200;329462;
рандом от 0 до 4000_2;6;1200;2933912;
рандом от 0 до 4000_2;7;1200;310843;
рандом от 0 до 4000_2;8;1200;518696;
рандом от 0 до 4000_2;9;1200;82885;
рандом от 0 до 4000_2;10;1200;3365462;
рандом от 0 до 4000_2;11;1200;144372;
рандом от 0 до 4000_2;12;1200;188768;
рандом от 0 до 4000_2;0;1300;3536876;
рандом от 0 до 4000_2;1;1300;12091708;
рандом от 0 до 4000_2;2;1300;13069233;
рандом от 0 до 4000_2;3;1300;14217328;
рандом от 0 до 4000_2;4;1300;128001;
рандом от 0 до 4000_2;5;1300;437692;
рандом от 0 до 4000_2;6;1300;3216829;
рандом от 0 до 4000_2;7;1300;336427;
рандом от 0 до 4000_2;8;1300;610966;
рандом от 0 до 4000_2;9;1300;79253;
рандом от 0 до 4000_2;10;1300;4145744;
рандом от 0 до 4000_2;11;1300;160112;
рандом от 0 до 4000_2;12;1300;211038;
рандом от 0 до 4000_2;0;1400;4244591;
рандом от 0 до 4000_2;1;1400;14151809;
рандом от 0 до 4000_2;2;1400;15078997;
рандом от 0 до 4000_2;3;1400;16650387;
рандом от 0 до 4000_2;4;1400;111453;
рандом от 0 до 4000_2;5;1400;395949;
рандом от 0 до 4000_2;6;1400;4067787;
рандом от 0 до 4000_2;7;1400;371155;
рандом от 0 до 4000_2;8;1400;680177;
рандом от 0 до 4000_2;9;1400;100753;
рандом от 0 до 4000_2;10;1400;4582678;
рандом от 0 до 4000_2;11;1400;176007;
рандом от 0 до 4000_2;12;1400;285143;
рандом от 0 до 4000_2;0;1500;4983562;
рандом от 0 до 4000_2;1;1500;17071692;
рандом от 0 до 4000_2;2;1500;16625322;
рандом от 0 до 4000_2;3;1500;19225813;
рандом от 0 до 4000_2;4;1500;119361;
рандом от 0 до 4000_2;5;1500;439905;
рандом от 0 до 4000_2;6;1500;4205069;
рандом от 0 до 4000_2;7;1500;415111;
рандом от 0 до 4000_2;8;1500;776742;
рандом от 0 до 4000_2;9;1500;95258;
рандом от 0 до 4000_2;10;1500;5474114;
рандом от 0 до 4000_2;11;1500;408563;
рандом от 0 до 4000_2;12;1500;223905;
рандом от 0 до 4000_2;0;1600;5619903;
рандом от 0 до 4000_2;1;1600;18298488;
рандом от 0 до 4000_2;2;1600;19759678;
рандом от 0 до 4000_2;3;1600;21296772;
рандом от 0 до 4000_2;4;1600;132243;
рандом от 0 до 4000_2;5;1600;470921;
рандом от 0 до 4000_2;6;1600;4904139;
рандом от 0 до 4000_2;7;1600;423014;
рандом от 0 до 4000_2;8;1600;1044968;
рандом от 0 до 4000_2;9;1600;99971;
рандом от 0 до 4000_2;10;1600;6338113;
рандом от 0 до 4000_2;11;1600;207020;
рандом от 0 до 4000_2;12;1600;279966;
рандом от 0 до 4000_2;0;1700;6125514;
рандом от 0 до 4000_2;1;1700;21282883;
рандом от 0 до 4000_2;2;1700;22579922;
рандом от 0 до 4000_2;3;1700;24828547;
рандом от 0 до 4000_2;4;1700;138886;
рандом от 0 до 4000_2;5;1700;521850;
рандом от 0 до 4000_2;6;1700;5490267;
рандом от 0 до 4000_2;7;1700;463352;
рандом от 0 до 4000_2;8;1700;1002667;
рандом от 0 до 4000_2;9;1700;107234;
рандом от 0 до 4000_2;10;1700;6887607;
рандом от 0 до 4000_2;11;1700;282015;
рандом от 0 до 4000_2;12;1700;314616;
рандом от 0 до 4000_2;0;1800;7005183;
рандом от 0 до 4000_2;1;1800;23667042;
рандом от 0 до 4000_2;2;1800;25191272;
рандом от 0 до 4000_2;3;1800;28004132;
рандом от 0 до 4000_2;4;1800;147823;
рандом от 0 до 4000_2;5;1800;552916;
рандом от 0 до 4000_2;6;1800;6314066;
рандом от 0 до 4000_2;7;1800;484122;
рандом от 0 до 4000_2;8;1800;1176106;
рандом от 0 до 4000_2;9;1800;131519;
рандом от 0 до 4000_2;10;1800;7635934;
рандом от 0 до 4000_2;11;1800;247381;
рандом от 0 до 4000_2;12;1800;292144;
рандом от 0 до 4000_2;0;1900;7989635;
рандом от 0 до 4000_2;1;1900;27105953;
рандом от 0 до 4000_2;2;1900;28038086;
рандом от 0 до 4000_2;3;1900;31960097;
рандом от 0 до 4000_2;4;1900;215338;
рандом от 0 до 4000_2;5;1900;583621;
рандом от 0 до 4000_2;6;1900;6891155;
рандом от 0 до 4000_2;7;1900;524772;
рандом от 0 до 4000_2;8;1900;1206747;
рандом от 0 до 4000_2;9;1900;118460;
рандом от 0 до 4000_2;10;1900;9045147;
рандом от 0 до 4000_2;11;1900;259743;
рандом от 0 до 4000_2;12;1900;302540;
рандом от 0 до 4000_2;0;2000;8997551;
рандом от 0 до 4000_2;1;2000;29427659;
рандом от 0 до 4000_2;2;2000;30194823;
рандом от 0 до 4000_2;3;2000;34819810;
рандом от 0 до 4000_2;4;2000;269523;
рандом от 0 до 4000_2;5;2000;727435;
рандом от 0 до 4000_2;6;2000;7927060;
рандом от 0 до 4000_2;7;2000;540927;
рандом от 0 до 4000_2;8;2000;1553410;
рандом от 0 до 4000_2;9;2000;124366;
рандом от 0 до 4000_2;10;2000;9752286;
рандом от 0 до 4000_2;11;2000;277285;
рандом от 0 до 4000_2;12;2000;328810;
рандом от 0 до 4000_2;0;2100;9799488;
рандом от 0 до 4000_2;1;2100;33178811;
рандом от 0 до 4000_2;2;2100;33394729;
рандом от 0 до 4000_2;3;2100;38005461;
рандом от 0 до 4000_2;4;2100;171657;
рандом от 0 до 4000_2;5;2100;636296;
рандом от 0 до 4000_2;6;2100;8915756;
рандом от 0 до 4000_2;7;2100;574339;
рандом от 0 до 4000_2;8;2100;1670854;
рандом от 0 до 4000_2;9;2100;129276;
рандом от 0 до 4000_2;10;2100;10639562;
рандом от 0 до 4000_2;11;2100;286782;
рандом от 0 до 4000_2;12;2100;456899;
рандом от 0 до 4000_2;0;2200;10879684;
рандом от 0 до 4000_2;1;2200;36762271;
рандом от 0 до 4000_2;2;2200;37203016;
рандом от 0 до 4000_2;3;2200;42665475;
рандом от 0 до 4000_2;4;2200;294971;
рандом от 0 до 4000_2;5;2200;659970;
рандом от 0 до 4000_2;6;2200;9536346;
рандом от 0 до 4000_2;7;2200;617100;
рандом от 0 до 4000_2;8;2200;1818492;
рандом от 0 до 4000_2;9;2200;138370;
рандом от 0 до 4000_2;10;2200;11728696;
рандом от 0 до 4000_2;11;2200;305446;
рандом от 0 до 4000_2;12;2200;426219;
рандом от 0 до 4000_2;0;2300;11562547;
рандом от 0 до 4000_2;1;2300;39393158;
рандом от 0 до 4000_2;2;2300;41076461;
рандом от 0 до 4000_2;3;2300;47059985;
рандом от 0 до 4000_2;4;2300;190173;
рандом от 0 до 4000_2;5;2300;711772;
рандом от 0 до 4000_2;6;2300;10947875;
рандом от 0 до 4000_2;7;2300;642851;
рандом от 0 до 4000_2;8;2300;1761035;
рандом от 0 до 4000_2;9;2300;143263;
рандом от 0 до 4000_2;10;2300;12938170;
рандом от 0 до 4000_2;11;2300;316944;
рандом от 0 до 4000_2;12;2300;377364;
рандом от 0 до 4000_2;0;2400;12953620;
рандом от 0 до 4000_2;1;2400;47205826;
рандом от 0 до 4000_2;2;2400;48823850;
рандом от 0 до 4000_2;3;2400;54495317;
рандом от 0 до 4000_2;4;2400;198293;
рандом от 0 до 4000_2;5;2400;859708;
рандом от 0 до 4000_2;6;2400;12056377;
рандом от 0 до 4000_2;7;2400;766881;
рандом от 0 до 4000_2;8;2400;2102275;
рандом от 0 до 4000_2;9;2400;176432;
рандом от 0 до 4000_2;10;2400;15207963;
рандом от 0 до 4000_2;11;2400;355895;
рандом от 0 до 4000_2;12;2400;487328;
рандом от 0 до 4000_2;0;2500;14228279;
рандом от 0 до 4000_2;1;2500;49062457;
рандом от 0 до 4000_2;2;2500;48048647;
рандом от 0 до 4000_2;3;2500;55350372;
рандом от 0 до 4000_2;4;2500;205872;
рандом от 0 до 4000_2;5;2500;794134;
рандом от 0 до 4000_2;6;2500;12687723;
рандом от 0 до 4000_2;7;2500;700069;
рандом от 0 до 4000_2;8;2500;2261488;
рандом от 0 до 4000_2;9;2500;158349;
рандом от 0 до 4000_2;10;2500;15451550;
рандом от 0 до 4000_2;11;2500;370331;
рандом от 0 до 4000_2;12;2500;448442;
рандом от 0 до 4000_2;0;2600;15960596;
рандом от 0 до 4000_2;1;2600;50928470;
рандом от 0 до 4000_2;2;2600;51241244;
рандом от 0 до 4000_2;3;2600;58865633;
рандом от 0 до 4000_2;4;2600;211746;
рандом от 0 до 4000_2;5;2600;808306;
рандом от 0 до 4000_2;6;2600;13542634;
рандом от 0 до 4000_2;7;2600;955995;
рандом от 0 до 4000_2;8;2600;2204164;
рандом от 0 до 4000_2;9;2600;163105;
рандом от 0 до 4000_2;10;2600;16872504;
рандом от 0 до 4000_2;11;2600;370473;
рандом от 0 до 4000_2;12;2600;459399;
рандом от 0 до 4000_2;0;2700;16563301;
рандом от 0 до 4000_2;1;2700;56890704;
рандом от 0 до 4000_2;2;2700;55840593;
рандом от 0 до 4000_2;3;2700;65558938;
рандом от 0 до 4000_2;4;2700;219848;
рандом от 0 до 4000_2;5;2700;881048;
рандом от 0 до 4000_2;6;2700;14748288;
рандом от 0 до 4000_2;7;2700;761363;
рандом от 0 до 4000_2;8;2700;2584180;
рандом от 0 до 4000_2;9;2700;172746;
рандом от 0 до 4000_2;10;2700;17893393;
рандом от 0 до 4000_2;11;2700;512431;
рандом от 0 до 4000_2;12;2700;522399;
рандом от 0 до 4000_2;0;2800;18271813;
рандом от 0 до 4000_2;1;2800;59485697;
рандом от 0 до 4000_2;2;2800;61079621;
рандом от 0 до 4000_2;3;2800;70005276;
рандом от 0 до 4000_2;4;2800;228644;
рандом от 0 до 4000_2;5;2800;897326;
рандом от 0 до 4000_2;6;2800;15905093;
рандом от 0 до 4000_2;7;2800;811495;
рандом от 0 до 4000_2;8;2800;2585303;
рандом от 0 до 4000_2;9;2800;173457;
рандом от 0 до 4000_2;10;2800;18927200;
рандом от 0 до 4000_2;11;2800;394645;
рандом от 0 до 4000_2;12;2800;515341;
рандом от 0 до 4000_2;0;2900;19555604;
рандом от 0 до 4000_2;1;2900;64190135;
рандом от 0 до 4000_2;2;2900;64138888;
рандом от 0 до 4000_2;3;2900;75112758;
рандом от 0 до 4000_2;4;2900;231384;
рандом от 0 до 4000_2;5;2900;921153;
рандом от 0 до 4000_2;6;2900;17685875;
рандом от 0 до 4000_2;7;2900;829141;
рандом от 0 до 4000_2;8;2900;2847330;
рандом от 0 до 4000_2;9;2900;178397;
рандом от 0 до 4000_2;10;2900;20667608;
рандом от 0 до 4000_2;11;2900;414145;
рандом от 0 до 4000_2;12;2900;704094;
рандом от 0 до 4000_2;0;3000;20326487;
рандом от 0 до 4000_2;1;3000;68003589;
рандом от 0 до 4000_2;2;3000;69092459;
рандом от 0 до 4000_2;3;3000;82082092;
рандом от 0 до 4000_2;4;3000;240805;
рандом от 0 до 4000_2;5;3000;954589;
рандом от 0 до 4000_2;6;3000;18398930;
рандом от 0 до 4000_2;7;3000;1012011;
рандом от 0 до 4000_2;8;3000;2879961;
рандом от 0 до 4000_2;9;3000;198639;
рандом от 0 до 4000_2;10;3000;21755066;
рандом от 0 до 4000_2;11;3000;431519;
рандом от 0 до 4000_2;12;3000;518401;
рандом от 0 до 4000_2;0;3100;21499555;
рандом от 0 до 4000_2;1;3100;72851433;
рандом от 0 до 4000_2;2;3100;74351817;
рандом от 0 до 4000_2;3;3100;85800100;
рандом от 0 до 4000_2;4;3100;298801;
рандом от 0 до 4000_2;5;3100;1169026;
рандом от 0 до 4000_2;6;3100;19765239;
рандом от 0 до 4000_2;7;3100;893512;
рандом от 0 до 4000_2;8;3100;3119502;
рандом от 0 до 4000_2;9;3100;192340;
рандом от 0 до 4000_2;10;3100;23563152;
рандом от 0 до 4000_2;11;3100;454894;
рандом от 0 до 4000_2;12;3100;543232;
рандом от 0 до 4000_2;0;3200;23004703;
рандом от 0 до 4000_2;1;3200;77715062;
рандом от 0 до 4000_2;2;3200;77834922;
рандом от 0 до 4000_2;3;3200;91202237;
рандом от 0 до 4000_2;4;3200;254654;
рандом от 0 до 4000_2;5;3200;1158107;
