type;number of algorithm;size;time;
почти отсортирован_2;3;3800;45146582;
почти отсортирован_2;4;3800;354031;
почти отсортирован_2;5;3800;1506489;
почти отсортирован_2;6;3800;220162;
почти отсортирован_2;7;3800;1229581;
почти отсортирован_2;8;3800;94671173;
почти отсортирован_2;9;3800;451572;
почти отсортирован_2;10;3800;34227320;
почти отсортирован_2;11;3800;502310;
почти отсортирован_2;12;3800;570573;
почти отсортирован_2;0;3900;663579;
почти отсортирован_2;1;3900;44485621;
почти отсортирован_2;2;3900;153456722;
почти отсортирован_2;3;3900;44153422;
почти отсортирован_2;4;3900;367741;
почти отсортирован_2;5;3900;1627667;
почти отсортирован_2;6;3900;223861;
почти отсортирован_2;7;3900;1074381;
почти отсортирован_2;8;3900;101140835;
почти отсортирован_2;9;3900;456520;
почти отсортирован_2;10;3900;35798843;
почти отсортирован_2;11;3900;497219;
почти отсортирован_2;12;3900;612458;
почти отсортирован_2;0;4000;590769;
почти отсортирован_2;1;4000;47445330;
почти отсортирован_2;2;4000;161649199;
почти отсортирован_2;3;4000;44640967;
почти отсортирован_2;4;4000;371638;
почти отсортирован_2;5;4000;1550944;
почти отсортирован_2;6;4000;223881;
почти отсортирован_2;7;4000;1066592;
почти отсортирован_2;8;4000;108751249;
почти отсортирован_2;9;4000;468478;
почти отсортирован_2;10;4000;38800928;
почти отсортирован_2;11;4000;522336;
почти отсортирован_2;12;4000;594099;
почти отсортирован_2;0;4100;583896;
почти отсортирован_2;1;4100;49905777;
почти отсортирован_2;2;4100;170225641;
почти отсортирован_2;3;4100;44127816;
почти отсортирован_2;4;4100;387602;
почти отсортирован_2;5;4100;1591223;
почти отсортирован_2;6;4100;217350;
почти отсортирован_2;7;4100;1154765;
почти отсортирован_2;8;4100;118660321;
почти отсортирован_2;9;4100;492518;
почти отсортирован_2;10;4100;39409983;
почти отсортирован_2;11;4100;551222;
почти отсортирован_2;12;4100;600648;
обратно отсортирован_2;0;100;48761;
обратно отсортирован_2;1;100;92830;
обратно отсортирован_2;2;100;605;
обратно отсортирован_2;3;100;120475;
обратно отсортирован_2;4;100;9765;
обратно отсортирован_2;5;100;17107;
обратно отсортирован_2;6;100;47713;
обратно отсортирован_2;7;100;16901;
обратно отсортирован_2;8;100;58923;
обратно отсортирован_2;9;100;15227;
обратно отсортирован_2;10;100;27997;
обратно отсортирован_2;11;100;7604;
обратно отсортирован_2;12;100;8859;
обратно отсортирован_2;0;200;181918;
обратно отсортирован_2;1;200;372463;
обратно отсортирован_2;2;200;1167;
обратно отсортирован_2;3;200;478822;
обратно отсортирован_2;4;200;18909;
обратно отсортирован_2;5;200;39214;
обратно отсортирован_2;6;200;185608;
обратно отсортирован_2;7;200;37649;
обратно отсортирован_2;8;200;224924;
обратно отсортирован_2;9;200;26773;
обратно отсортирован_2;10;200;105781;
обратно отсортирован_2;11;200;16763;
обратно отсортирован_2;12;200;20324;
обратно отсортирован_2;0;300;422142;
обратно отсортирован_2;1;300;818515;
обратно отсортирован_2;2;300;1741;
обратно отсортирован_2;3;300;1090503;
обратно отсортирован_2;4;300;28343;
обратно отсортирован_2;5;300;67404;
обратно отсортирован_2;6;300;416993;
обратно отсортирован_2;7;300;58112;
обратно отсортирован_2;8;300;520114;
обратно отсортирован_2;9;300;42039;
обратно отсортирован_2;10;300;241620;
обратно отсортирован_2;11;300;27049;
обратно отсортирован_2;12;300;35792;
обратно отсортирован_2;0;400;706418;
обратно отсортирован_2;1;400;1469955;
обратно отсортирован_2;2;400;2314;
обратно отсортирован_2;3;400;2019743;
обратно отсортирован_2;4;400;37433;
обратно отсортирован_2;5;400;96372;
обратно отсортирован_2;6;400;757913;
обратно отсортирован_2;7;400;82457;
обратно отсортирован_2;8;400;952978;
обратно отсортирован_2;9;400;67174;
обратно отсортирован_2;10;400;481324;
обратно отсортирован_2;11;400;37974;
обратно отсортирован_2;12;400;54313;
обратно отсортирован_2;0;500;1255686;
обратно отсортирован_2;1;500;2472169;
обратно отсортирован_2;2;500;2891;
обратно отсортирован_2;3;500;3195626;
обратно отсортирован_2;4;500;46780;
обратно отсортирован_2;5;500;150967;
обратно отсортирован_2;6;500;1155813;
обратно отсортирован_2;7;500;102648;
обратно отсортирован_2;8;500;1410016;
обратно отсортирован_2;9;500;61547;
обратно отсортирован_2;10;500;661290;
обратно отсортирован_2;11;500;50635;
обратно отсортирован_2;12;500;63348;
обратно отсортирован_2;0;600;1597583;
обратно отсортирован_2;1;600;3410382;
обратно отсортирован_2;2;600;3453;
обратно отсортирован_2;3;600;4353391;
обратно отсортирован_2;4;600;55890;
обратно отсортирован_2;5;600;157342;
обратно отсортирован_2;6;600;1822500;
обратно отсортирован_2;7;600;126935;
обратно отсортирован_2;8;600;2001109;
обратно отсортирован_2;9;600;73122;
обратно отсортирован_2;10;600;971919;
обратно отсортирован_2;11;600;62715;
обратно отсортирован_2;12;600;78641;
обратно отсортирован_2;0;700;2287070;
обратно отсортирован_2;1;700;4519789;
обратно отсортирован_2;2;700;4028;
обратно отсортирован_2;3;700;5932621;
обратно отсортирован_2;4;700;65193;
обратно отсортирован_2;5;700;188142;
обратно отсортирован_2;6;700;2284579;
обратно отсортирован_2;7;700;230221;
обратно отсортирован_2;8;700;2738653;
обратно отсортирован_2;9;700;85529;
обратно отсортирован_2;10;700;1274462;
обратно отсортирован_2;11;700;75894;
обратно отсортирован_2;12;700;94807;
обратно отсортирован_2;0;800;2791601;
обратно отсортирован_2;1;800;6123341;
обратно отсортирован_2;2;800;4598;
обратно отсортирован_2;3;800;7835317;
обратно отсортирован_2;4;800;74387;
обратно отсортирован_2;5;800;223810;
обратно отсортирован_2;6;800;2991823;
обратно отсортирован_2;7;800;175190;
обратно отсортирован_2;8;800;3647089;
обратно отсортирован_2;9;800;96166;
обратно отсортирован_2;10;800;1663408;
обратно отсортирован_2;11;800;86319;
обратно отсортирован_2;12;800;113910;
обратно отсортирован_2;0;900;3656476;
обратно отсортирован_2;1;900;7872252;
обратно отсортирован_2;2;900;5175;
обратно отсортирован_2;3;900;10046736;
обратно отсортирован_2;4;900;83384;
обратно отсортирован_2;5;900;256173;
обратно отсортирован_2;6;900;3810636;
обратно отсортирован_2;7;900;200874;
обратно отсортирован_2;8;900;4493358;
обратно отсортирован_2;9;900;107776;
обратно отсортирован_2;10;900;2096096;
обратно отсортирован_2;11;900;101978;
обратно отсортирован_2;12;900;123051;
обратно отсортирован_2;0;1000;4561660;
обратно отсортирован_2;1;1000;9811904;
обратно отсортирован_2;2;1000;5745;
обратно отсортирован_2;3;1000;12365867;
обратно отсортирован_2;4;1000;92651;
обратно отсортирован_2;5;1000;292877;
обратно отсортирован_2;6;1000;4720679;
обратно отсортирован_2;7;1000;222326;
обратно отсортирован_2;8;1000;5531431;
обратно отсортирован_2;9;1000;119325;
обратно отсортирован_2;10;1000;2673057;
обратно отсортирован_2;11;1000;111154;
обратно отсортирован_2;12;1000;140198;
обратно отсортирован_2;0;1100;5679580;
обратно отсортирован_2;1;1100;11314657;
обратно отсортирован_2;2;1100;6312;
обратно отсортирован_2;3;1100;14873407;
обратно отсортирован_2;4;1100;101938;
обратно отсортирован_2;5;1100;325036;
обратно отсортирован_2;6;1100;5975370;
обратно отсортирован_2;7;1100;249779;
обратно отсортирован_2;8;1100;6709080;
обратно отсортирован_2;9;1100;130916;
обратно отсортирован_2;10;1100;3149498;
обратно отсортирован_2;11;1100;126721;
обратно отсортирован_2;12;1100;160826;
обратно отсортирован_2;0;1200;6274500;
обратно отсортирован_2;1;1200;14170870;
обратно отсортирован_2;2;1200;6881;
обратно отсортирован_2;3;1200;17782056;
обратно отсортирован_2;4;1200;111119;
обратно отсортирован_2;5;1200;377528;
обратно отсортирован_2;6;1200;6663825;
обратно отсортирован_2;7;1200;274314;
обратно отсортирован_2;8;1200;8347958;
обратно отсортирован_2;9;1200;142955;
обратно отсортирован_2;10;1200;3761027;
обратно отсортирован_2;11;1200;135733;
обратно отсортирован_2;12;1200;176512;
обратно отсортирован_2;0;1300;7553072;
обратно отсортирован_2;1;1300;22111361;
обратно отсортирован_2;2;1300;7457;
обратно отсортирован_2;3;1300;20565514;
обратно отсортирован_2;4;1300;121313;
обратно отсортирован_2;5;1300;401403;
обратно отсортирован_2;6;1300;8188342;
обратно отсортирован_2;7;1300;298928;
обратно отсортирован_2;8;1300;9994749;
обратно отсортирован_2;9;1300;154140;
обратно отсортирован_2;10;1300;4577763;
обратно отсортирован_2;11;1300;159713;
обратно отсортирован_2;12;1300;194175;
обратно отсортирован_2;0;1400;8956424;
обратно отсортирован_2;1;1400;18871067;
обратно отсортирован_2;2;1400;8203;
обратно отсортирован_2;3;1400;24660630;
обратно отсортирован_2;4;1400;130909;
обратно отсортирован_2;5;1400;455281;
обратно отсортирован_2;6;1400;9107829;
обратно отсортирован_2;7;1400;348513;
обратно отсортирован_2;8;1400;11180971;
обратно отсортирован_2;9;1400;168193;
обратно отсортирован_2;10;1400;5065583;
обратно отсортирован_2;11;1400;169222;
обратно отсортирован_2;12;1400;214028;
обратно отсортирован_2;0;1500;9990431;
обратно отсортирован_2;1;1500;21145251;
обратно отсортирован_2;2;1500;8590;
обратно отсортирован_2;3;1500;27901196;
обратно отсортирован_2;4;1500;138927;
обратно отсортирован_2;5;1500;488805;
обратно отсортирован_2;6;1500;10614257;
обратно отсортирован_2;7;1500;350478;
обратно отсортирован_2;8;1500;12597246;
обратно отсортирован_2;9;1500;181369;
обратно отсортирован_2;10;1500;6076368;
обратно отсортирован_2;11;1500;184369;
обратно отсортирован_2;12;1500;248335;
обратно отсортирован_2;0;1600;11276591;
обратно отсортирован_2;1;1600;23996410;
обратно отсортирован_2;2;1600;9369;
обратно отсортирован_2;3;1600;32744445;
обратно отсортирован_2;4;1600;185992;
обратно отсортирован_2;5;1600;674715;
обратно отсортирован_2;6;1600;14438455;
обратно отсортирован_2;7;1600;467283;
обратно отсортирован_2;8;1600;16708512;
обратно отсортирован_2;9;1600;206037;
обратно отсортирован_2;10;1600;7221927;
обратно отсортирован_2;11;1600;206426;
обратно отсортирован_2;12;1600;261310;
обратно отсортирован_2;0;1700;12935032;
обратно отсортирован_2;1;1700;28882605;
обратно отсортирован_2;2;1700;10463;
обратно отсортирован_2;3;1700;36030749;
обратно отсортирован_2;4;1700;158559;
обратно отсортирован_2;5;1700;544562;
обратно отсортирован_2;6;1700;13844567;
обратно отсортирован_2;7;1700;401935;
обратно отсортирован_2;8;1700;16303270;
обратно отсортирован_2;9;1700;206219;
обратно отсортирован_2;10;1700;7702551;
обратно отсортирован_2;11;1700;213551;
обратно отсортирован_2;12;1700;271257;
обратно отсортирован_2;0;1800;14912844;
обратно отсортирован_2;1;1800;31109074;
обратно отсортирован_2;2;1800;11025;
обратно отсортирован_2;3;1800;40436747;
обратно отсортирован_2;4;1800;166797;
обратно отсортирован_2;5;1800;583929;
обратно отсортирован_2;6;1800;15391663;
обратно отсортирован_2;7;1800;436548;
обратно отсортирован_2;8;1800;18698119;
обратно отсортирован_2;9;1800;213604;
обратно отсортирован_2;10;1800;8462425;
обратно отсортирован_2;11;1800;252744;
обратно отсортирован_2;12;1800;285536;
обратно отсортирован_2;0;1900;16035249;
обратно отсортирован_2;1;1900;33817228;
обратно отсортирован_2;2;1900;11748;
обратно отсортирован_2;3;1900;46024165;
обратно отсортирован_2;4;1900;177036;
обратно отсортирован_2;5;1900;639771;
обратно отсортирован_2;6;1900;17718369;
обратно отсортирован_2;7;1900;464377;
обратно отсортирован_2;8;1900;20634484;
обратно отсортирован_2;9;1900;233017;
обратно отсортирован_2;10;1900;10652819;
обратно отсортирован_2;11;1900;262646;
обратно отсортирован_2;12;1900;299546;
обратно отсортирован_2;0;2000;17456294;
обратно отсортирован_2;1;2000;38262140;
обратно отсортирован_2;2;2000;12306;
обратно отсортирован_2;3;2000;50491498;
обратно отсортирован_2;4;2000;202867;
обратно отсортирован_2;5;2000;659527;
обратно отсортирован_2;6;2000;18741373;
обратно отсортирован_2;7;2000;485212;
обратно отсортирован_2;8;2000;22726711;
обратно отсортирован_2;9;2000;260635;
обратно отсортирован_2;10;2000;10453286;
обратно отсортирован_2;11;2000;262476;
обратно отсортирован_2;12;2000;339736;
обратно отсортирован_2;0;2100;19202150;
обратно отсортирован_2;1;2100;43398558;
обратно отсортирован_2;2;2100;15513;
обратно отсортирован_2;3;2100;61697531;
обратно отсортирован_2;4;2100;261427;
обратно отсортирован_2;5;2100;1162983;
обратно отсортирован_2;6;2100;31573492;
обратно отсортирован_2;7;2100;771302;
обратно отсортирован_2;8;2100;33109274;
обратно отсортирован_2;9;2100;277707;
обратно отсортирован_2;10;2100;13214530;
обратно отсортирован_2;11;2100;299840;
обратно отсортирован_2;12;2100;397604;
обратно отсортирован_2;0;2200;27691303;
обратно отсортирован_2;1;2200;56212337;
обратно отсортирован_2;2;2200;13744;
обратно отсортирован_2;3;2200;62962223;
обратно отсортирован_2;4;2200;207901;
обратно отсортирован_2;5;2200;723178;
обратно отсортирован_2;6;2200;24390691;
обратно отсортирован_2;7;2200;547486;
обратно отсортирован_2;8;2200;28975445;
обратно отсортирован_2;9;2200;281804;
обратно отсортирован_2;10;2200;12834159;
обратно отсортирован_2;11;2200;302407;
обратно отсортирован_2;12;2200;364096;
обратно отсортирован_2;0;2300;23339249;
обратно отсортирован_2;1;2300;50543000;
обратно отсортирован_2;2;2300;14079;
обратно отсортирован_2;3;2300;65817662;
обратно отсортирован_2;4;2300;225571;
обратно отсортирован_2;5;2300;764927;
обратно отсортирован_2;6;2300;25452781;
обратно отсортирован_2;7;2300;563142;
обратно отсортирован_2;8;2300;30693437;
обратно отсортирован_2;9;2300;276110;
обратно отсортирован_2;10;2300;14151468;
обратно отсортирован_2;11;2300;302580;
обратно отсортирован_2;12;2300;455419;
обратно отсортирован_2;0;2400;25290866;
обратно отсортирован_2;1;2400;55812314;
обратно отсортирован_2;2;2400;14073;
обратно отсортирован_2;3;2400;73329893;
обратно отсортирован_2;4;2400;238408;
обратно отсортирован_2;5;2400;800670;
обратно отсортирован_2;6;2400;27442791;
обратно отсортирован_2;7;2400;611855;
обратно отсортирован_2;8;2400;33001346;
обратно отсортирован_2;9;2400;287734;
обратно отсортирован_2;10;2400;14923160;
обратно отсортирован_2;11;2400;315625;
обратно отсортирован_2;12;2400;403163;
обратно отсортирован_2;0;2500;27997587;
обратно отсортирован_2;1;2500;59294181;
обратно отсортирован_2;2;2500;15303;
обратно отсортирован_2;3;2500;77612463;
обратно отсортирован_2;4;2500;274344;
обратно отсортирован_2;5;2500;858776;
обратно отсортирован_2;6;2500;29948530;
обратно отсортирован_2;7;2500;648128;
обратно отсортирован_2;8;2500;36691293;
обратно отсортирован_2;9;2500;298825;
обратно отсортирован_2;10;2500;16599067;
обратно отсортирован_2;11;2500;331892;
обратно отсортирован_2;12;2500;429930;
обратно отсортирован_2;0;2600;30547173;
обратно отсортирован_2;1;2600;65151472;
обратно отсортирован_2;2;2600;15822;
обратно отсортирован_2;3;2600;85235198;
обратно отсортирован_2;4;2600;247814;
обратно отсортирован_2;5;2600;880028;
обратно отсортирован_2;6;2600;32044889;
обратно отсортирован_2;7;2600;658350;
обратно отсортирован_2;8;2600;38232352;
обратно отсортирован_2;9;2600;369399;
обратно отсортирован_2;10;2600;17708135;
обратно отсортирован_2;11;2600;345962;
обратно отсортирован_2;12;2600;444205;
обратно отсортирован_2;0;2700;32169660;
обратно отсортирован_2;1;2700;68228734;
обратно отсортирован_2;2;2700;16423;
обратно отсортирован_2;3;2700;90460395;
обратно отсортирован_2;4;2700;252949;
обратно отсортирован_2;5;2700;917625;
обратно отсортирован_2;6;2700;35247714;
обратно отсортирован_2;7;2700;690346;
обратно отсортирован_2;8;2700;41716696;
обратно отсортирован_2;9;2700;444449;
обратно отсортирован_2;10;2700;19820366;
обратно отсортирован_2;11;2700;373117;
обратно отсортирован_2;12;2700;505859;
обратно отсортирован_2;0;2800;34185116;
обратно отсортирован_2;1;2800;75704466;
обратно отсортирован_2;2;2800;16953;
обратно отсортирован_2;3;2800;97593852;
обратно отсортирован_2;4;2800;277744;
обратно отсортирован_2;5;2800;946671;
обратно отсортирован_2;6;2800;37272603;
обратно отсортирован_2;7;2800;765405;
обратно отсортирован_2;8;2800;44564810;
обратно отсортирован_2;9;2800;328420;
обратно отсортирован_2;10;2800;20926393;
обратно отсортирован_2;11;2800;377072;
обратно отсортирован_2;12;2800;486893;
обратно отсортирован_2;0;2900;36966457;
обратно отсортирован_2;1;2900;79330407;
обратно отсортирован_2;2;2900;17602;
обратно отсортирован_2;3;2900;104397189;
обратно отсортирован_2;4;2900;270066;
обратно отсортирован_2;5;2900;1039882;
обратно отсортирован_2;6;2900;39867381;
обратно отсортирован_2;7;2900;726875;
обратно отсортирован_2;8;2900;52114310;
обратно отсортирован_2;9;2900;369037;
обратно отсортирован_2;10;2900;23018490;
обратно отсортирован_2;11;2900;405042;
обратно отсортирован_2;12;2900;513851;
обратно отсортирован_2;0;3000;39308691;
обратно отсортирован_2;1;3000;88187473;
обратно отсортирован_2;2;3000;18260;
обратно отсортирован_2;3;3000;113115382;
обратно отсортирован_2;4;3000;282282;
обратно отсортирован_2;5;3000;1060484;
обратно отсортирован_2;6;3000;43337149;
обратно отсортирован_2;7;3000;752235;
обратно отсортирован_2;8;3000;51157705;
обратно отсортирован_2;9;3000;375647;
обратно отсортирован_2;10;3000;24325868;
обратно отсортирован_2;11;3000;407059;
обратно отсортирован_2;12;3000;513185;
обратно отсортирован_2;0;3100;42924896;
обратно отсортирован_2;1;3100;93686893;
обратно отсортирован_2;2;3100;18824;
обратно отсортирован_2;3;3100;120139048;
обратно отсортирован_2;4;3100;292404;
обратно отсортирован_2;5;3100;1088645;
обратно отсортирован_2;6;3100;45550811;
обратно отсортирован_2;7;3100;790723;
обратно отсортирован_2;8;3100;54001767;
обратно отсортирован_2;9;3100;382546;
обратно отсортирован_2;10;3100;25063732;
обратно отсортирован_2;11;3100;444236;
обратно отсортирован_2;12;3100;517726;
обратно отсортирован_2;0;3200;45119298;
обратно отсортирован_2;1;3200;98665103;
обратно отсортирован_2;2;3200;21166;
обратно отсортирован_2;3;3200;130924340;
обратно отсортирован_2;4;3200;296760;
обратно отсортирован_2;5;3200;1108362;
обратно отсортирован_2;6;3200;48718762;
обратно отсортирован_2;7;3200;832313;
обратно отсортирован_2;8;3200;58290751;
обратно отсортирован_2;9;3200;378185;
обратно отсортирован_2;10;3200;27477218;
обратно отсортирован_2;11;3200;440133;
обратно отсортирован_2;12;3200;530515;
обратно отсортирован_2;0;3300;48942177;
обратно отсортирован_2;1;3300;105669504;
обратно отсортирован_2;2;3300;18848;
обратно отсортирован_2;3;3300;135533645;
обратно отсортирован_2;4;3300;305341;
обратно отсортирован_2;5;3300;1152862;
обратно отсортирован_2;6;3300;51392454;
обратно отсортирован_2;7;3300;838515;
обратно отсортирован_2;8;3300;61271173;
обратно отсортирован_2;9;3300;386331;
обратно отсортирован_2;10;3300;28524017;
обратно отсортирован_2;11;3300;458292;
обратно отсортирован_2;12;3300;591308;
обратно отсортирован_2;0;3400;50452322;
обратно отсортирован_2;1;3400;109572880;
обратно отсортирован_2;2;3400;21867;
обратно отсортирован_2;3;3400;145462921;
обратно отсортирован_2;4;3400;314648;
обратно отсортирован_2;5;3400;1195436;
обратно отсортирован_2;6;3400;55328200;
обратно отсортирован_2;7;3400;1028192;
обратно отсортирован_2;8;3400;65388380;
обратно отсортирован_2;9;3400;412545;
обратно отсортирован_2;10;3400;31272069;
обратно отсортирован_2;11;3400;494064;
обратно отсортирован_2;12;3400;574314;
обратно отсортирован_2;0;3500;54332752;
обратно отсортирован_2;1;3500;116211594;
обратно отсортирован_2;2;3500;21156;
обратно отсортирован_2;3;3500;153272621;
обратно отсортирован_2;4;3500;384173;
обратно отсортирован_2;5;3500;1226812;
обратно отсортирован_2;6;3500;59041686;
обратно отсортирован_2;7;3500;906330;
обратно отсортирован_2;8;3500;70049214;
обратно отсортирован_2;9;3500;415732;
обратно отсортирован_2;10;3500;33014718;
обратно отсортирован_2;11;3500;502152;
обратно отсортирован_2;12;3500;602792;
обратно отсортирован_2;0;3600;57064411;
обратно отсортирован_2;1;3600;123416829;
обратно отсортирован_2;2;3600;21709;
обратно отсортирован_2;3;3600;161983307;
обратно отсортирован_2;4;3600;335356;
обратно отсортирован_2;5;3600;1290116;
обратно отсортирован_2;6;3600;61608534;
обратно отсортирован_2;7;3600;1061453;
обратно отсортирован_2;8;3600;72971809;
обратно отсортирован_2;9;3600;424906;
обратно отсортирован_2;10;3600;34384377;
обратно отсортирован_2;11;3600;517611;
обратно отсортирован_2;12;3600;620637;
обратно отсортирован_2;0;3700;60821611;
обратно отсортирован_2;1;3700;128992822;
обратно отсортирован_2;2;3700;22280;
обратно отсортирован_2;3;3700;173386657;
обратно отсортирован_2;4;3700;345425;
обратно отсортирован_2;5;3700;1528516;
обратно отсортирован_2;6;3700;64793514;
обратно отсортирован_2;7;3700;972305;
обратно отсортирован_2;8;3700;77399598;
обратно отсортирован_2;9;3700;438209;
обратно отсортирован_2;10;3700;36005534;
обратно отсортирован_2;11;3700;548234;
обратно отсортирован_2;12;3700;643647;
обратно отсортирован_2;0;3800;62978758;
обратно отсортирован_2;1;3800;137088135;
обратно отсортирован_2;2;3800;22771;
обратно отсортирован_2;3;3800;179857115;
обратно отсортирован_2;4;3800;359319;
обратно отсортирован_2;5;3800;1360210;
обратно отсортирован_2;6;3800;70724491;
обратно отсортирован_2;7;3800;984109;
обратно отсортирован_2;8;3800;82290677;
обратно отсортирован_2;9;3800;447699;
обратно отсортирован_2;10;3800;38636581;
обратно отсортирован_2;11;3800;544257;
обратно отсортирован_2;12;3800;647919;
обратно отсортирован_2;0;3900;66680039;
обратно отсортирован_2;1;3900;143661697;
обратно отсортирован_2;2;3900;22265;
обратно отсортирован_2;3;3900;190066725;
обратно отсортирован_2;4;3900;368945;
обратно отсортирован_2;5;3900;1395406;
обратно отсортирован_2;6;3900;72445141;
обратно отсортирован_2;7;3900;1017366;
обратно отсортирован_2;8;3900;86810339;
обратно отсортирован_2;9;3900;643327;
обратно отсортирован_2;10;3900;40555698;
обратно отсортирован_2;11;3900;555827;
обратно отсортирован_2;12;3900;668820;
обратно отсортирован_2;0;4000;71311143;
обратно отсортирован_2;1;4000;150698127;
обратно отсортирован_2;2;4000;23988;
обратно отсортирован_2;3;4000;199703164;
обратно отсортирован_2;4;4000;373499;
обратно отсортирован_2;5;4000;1446619;
обратно отсортирован_2;6;4000;75773156;
обратно отсортирован_2;7;4000;1112128;
обратно отсортирован_2;8;4000;90699967;
обратно отсортирован_2;9;4000;471444;
обратно отсортирован_2;10;4000;43233928;
обратно отсортирован_2;11;4000;582020;
обратно отсортирован_2;12;4000;688725;
обратно отсортирован_2;0;4100;73559723;
обратно отсортирован_2;1;4100;159304337;
обратно отсортирован_2;2;4100;23403;
обратно отсортирован_2;3;4100;210113419;
обратно отсортирован_2;4;4100;391577;
обратно отсортирован_2;5;4100;1470542;
обратно отсортирован_2;6;4100;81227790;
обратно отсортирован_2;7;4100;1059102;
обратно отсортирован_2;8;4100;95796381;
обратно отсортирован_2;9;4100;641472;
обратно отсортирован_2;10;4100;43876592;
обратно отсортирован_2;11;4100;607465;
обратно отсортирован_2;12;4100;942337;
